측정소명,초미세먼지,오존
동대문구,22,0.038
성북구,20,0.036
노원구,21,0.035
중랑구,25,0.032
성동구,34,0.039
강북구,23,0.038
도봉구,15,0.04
광진구,34,0.026
구로구,42,0.032
양천구,39,0.026
관악구,34,0.03
강서구,29,0.031
동작구,35,0.025
영등포구,35,0.028
금천구,38,0.027
서초구,40,0.033
송파구,34,0.035
강동구,40,0.025
강남구,40,0.026
중구,31,0.03
종로구,35,0.029
용산구,36,0.038
마포구,30,0.032
서대문구,23,0.044
은평구,33,0.039
노원구,27,0.031
성북구,25,0.028
동대문구,30,0.031
강북구,29,0.035
광진구,40,0.016
도봉구,25,0.035
성동구,37,0.033
중랑구,23,0.035
금천구,47,0.016
동작구,39,0.026
구로구,51,0.022
영등포구,35,0.025
강서구,45,0.02
관악구,36,0.026
양천구,37,0.022
송파구,46,0.026
강동구,46,0.015
서초구,48,0.026
강남구,44,0.016
중구,38,0.021
종로구,35,0.021
용산구,40,0.019
은평구,38,0.03
서대문구,28,0.041
마포구,42,0.015
성북구,28,0.025
성동구,40,0.014
노원구,38,0.017
강북구,41,0.026
동대문구,31,0.021
도봉구,36,0.02
광진구,43,0.016
중랑구,31,0.021
관악구,39,0.019
양천구,43,0.017
금천구,46,0.013
동작구,47,0.015
영등포구,37,0.019
구로구,43,0.015
강서구,42,0.007
서초구,52,0.019
강남구,47,0.008
송파구,49,0.014
강동구,44,0.011
용산구,39,0.01
종로구,38,0.017
중구,44,0.013
마포구,38,0.006
은평구,33,0.016
서대문구,37,0.02
성동구,39,0.017
성북구,40,0.012
동대문구,32,0.015
노원구,35,0.009
광진구,43,0.012
중랑구,38,0.008
강북구,37,0.013
도봉구,44,0.009
영등포구,42,0.009
금천구,41,0.008
동작구,47,0.009
관악구,39,0.009
양천구,42,0.006
강서구,40,0.006
구로구,43,0.016
강동구,41,0.006
송파구,51,0.007
강남구,46,0.005
서초구,54,0.018
중구,41,0.008
용산구,38,0.004
종로구,38,0.013
서대문구,42,0.014
은평구,29,0.005
마포구,35,0.004
도봉구,42,0.006
광진구,43,0.005
노원구,36,0.005
중랑구,38,0.004
성동구,37,0.005
동대문구,30,0.008
성북구,35,0.008
강북구,30,0.016
구로구,38,0.012
강서구,39,0.004
영등포구,37,0.004
양천구,42,0.004
관악구,33,0.005
동작구,39,0.005
금천구,39,0.004
강남구,39,0.005
송파구,45,0.005
서초구,54,0.008
강동구,39,0.004
용산구,37,0.002
종로구,38,0.013
중구,40,0.004
서대문구,36,0.014
마포구,37,0.002
은평구,28,0.008
동대문구,33,0.007
노원구,38,0.003
중랑구,36,0.007
강북구,34,0.024
도봉구,35,0.012
성북구,38,0.003
광진구,43,0.004
성동구,40,0.003
강서구,38,0.008
양천구,40,0.004
관악구,34,0.003
금천구,41,0.002
영등포구,38,0.002
구로구,39,0.011
동작구,38,0.004
강남구,41,0.002
송파구,43,0.002
서초구,45,0.007
강동구,39,0.003
용산구,37,0.001
중구,40,0.011
종로구,39,0.011
마포구,37,0.005
은평구,29,0.015
서대문구,32,0.016
성북구,38,0.01
중랑구,35,0.014
광진구,40,0.002
노원구,38,0.007
성동구,37,0.002
동대문구,32,0.006
도봉구,31,0.027
강북구,34,0.024
강서구,38,0.014
영등포구,37,0.006
관악구,33,0.008
금천구,39,0.005
구로구,38,0.024
동작구,38,0.008
양천구,43,0.016
강남구,40,0.002
강동구,37,0.002
송파구,43,0.002
서초구,41,0.012
용산구,37,0.012
종로구,39,0.012
중구,45,0.01
은평구,32,0.026
서대문구,32,0.027
마포구,40,0.01
성북구,36,0.007
성동구,37,0.002
광진구,36,0.001
노원구,42,0.014
중랑구,36,0.018
강북구,30,0.027
동대문구,33,0.007
도봉구,37,0.027
영등포구,37,0.016
강서구,37,0.015
양천구,42,0.019
금천구,40,0.011
구로구,36,0.026
동작구,40,0.017
관악구,34,0.015
송파구,41,0.004
강남구,41,0.002
강동구,38,0.002
서초구,42,0.022
종로구,39,0.015
중구,43,0.016
용산구,37,0.015
서대문구,39,0.025
은평구,29,0.027
마포구,36,0.018
도봉구,38,0.03
성동구,38,0.008
노원구,39,0.021
동대문구,32,0.015
강북구,31,0.029
중랑구,33,0.02
광진구,39,0.003
성북구,29,0.012
양천구,40,0.028
관악구,33,0.013
강서구,35,0.027
영등포구,36,0.019
구로구,43,0.022
동작구,38,0.019
금천구,38,0.02
강동구,37,0.002
강남구,40,0.013
서초구,45,0.02
송파구,36,0.004
중구,45,0.015
용산구,38,0.023
종로구,42,0.018
서대문구,39,0.02
마포구,38,0.019
은평구,29,0.026
광진구,39,0.006
중랑구,34,0.027
강북구,34,0.027
성동구,40,0.008
성북구,27,0.018
노원구,42,0.019
동대문구,32,0.015
도봉구,35,0.028
양천구,40,0.03
구로구,43,0.018
영등포구,37,0.024
관악구,36,0.013
금천구,41,0.015
동작구,40,0.021
강서구,35,0.031
송파구,34,0.005
강동구,37,0.003
서초구,46,0.021
강남구,42,0.013
종로구,38,0.017
용산구,35,0.019
중구,44,0.018
서대문구,39,0.021
마포구,40,0.018
은평구,35,0.026
광진구,40,0.006
도봉구,36,0.032
동대문구,32,0.014
노원구,36,0.037
성북구,34,0.02
성동구,35,0.016
강북구,35,0.031
중랑구,34,0.034
강서구,35,0.032
영등포구,37,0.024
양천구,41,0.025
금천구,38,0.02
관악구,35,0.014
동작구,42,0.021
구로구,43,0.017
강남구,41,0.013
서초구,48,0.022
송파구,33,0.007
강동구,40,0.003
중구,43,0.018
종로구,37,0.012
용산구,35,0.012
마포구,40,0.013
은평구,35,0.028
서대문구,41,0.027
중랑구,36,0.03
광진구,46,0.005
도봉구,34,0.037
성동구,37,0.017
동대문구,31,0.011
노원구,39,0.038
성북구,32,0.026
강북구,39,0.035
양천구,43,0.026
금천구,44,0.01
강서구,37,0.026
동작구,42,0.018
관악구,37,0.006
구로구,44,0.018
영등포구,36,0.024
송파구,38,0.007
강남구,38,0.018
강동구,44,0.004
서초구,45,0.018
용산구,35,0.006
종로구,35,0.023
중구,38,0.026
마포구,36,0.019
은평구,30,0.029
서대문구,41,0.021
강북구,38,0.037
성북구,32,0.039
중랑구,36,0.018
도봉구,34,0.045
성동구,35,0.011
동대문구,28,0.024
노원구,36,0.036
광진구,42,0.006
강서구,37,0.032
영등포구,35,0.028
구로구,39,0.018
관악구,33,0.008
동작구,39,0.019
양천구,40,0.03
금천구,41,0.01
서초구,0,0.016
송파구,32,0.013
강남구,39,0.018
강동구,38,0.011
중구,38,0.027
용산구,35,0.018
종로구,37,0.022
서대문구,41,0.03
은평구,27,0.019
마포구,36,0.025
성북구,33,0.039
노원구,38,0.026
동대문구,29,0.027
성동구,38,0.019
강북구,39,0.038
도봉구,34,0.047
중랑구,36,0.017
광진구,42,0.017
관악구,35,0.017
영등포구,38,0.017
강서구,35,0.034
동작구,41,0.018
양천구,44,0.017
금천구,39,0.017
구로구,40,0.022
서초구,40,0.027
강남구,38,0.02
강동구,39,0.024
송파구,31,0.02
중구,40,0.026
용산구,34,0.022
종로구,36,0.024
마포구,37,0.016
서대문구,36,0.028
은평구,32,0.022
동대문구,28,0.031
성북구,33,0.039
성동구,35,0.031
도봉구,34,0.053
광진구,38,0.027
강북구,33,0.044
중랑구,36,0.02
노원구,34,0.023
강서구,40,0.025
동작구,37,0.023
영등포구,35,0.025
금천구,38,0.021
관악구,31,0.027
구로구,35,0.038
양천구,44,0.017
송파구,28,0.036
강동구,35,0.037
강남구,37,0.036
서초구,40,0.038
용산구,33,0.036
중구,39,0.025
종로구,37,0.034
마포구,39,0.022
서대문구,38,0.036
은평구,34,0.042
중랑구,33,0.028
도봉구,34,0.055
강북구,36,0.048
광진구,38,0.032
성북구,30,0.041
성동구,36,0.043
동대문구,29,0.038
노원구,39,0.045
강서구,43,0.027
동작구,39,0.032
양천구,41,0.027
영등포구,35,0.031
관악구,37,0.033
구로구,35,0.046
금천구,39,0.031
강동구,40,0.039
송파구,32,0.043
강남구,38,0.044
서초구,43,0.049
종로구,34,0.037
중구,35,0.035
용산구,29,0.04
마포구,34,0.025
은평구,35,0.055
서대문구,37,0.047
중랑구,30,0.042
성동구,33,0.04
성북구,27,0.048
동대문구,23,0.043
광진구,36,0.033
노원구,33,0.043
강북구,33,0.052
도봉구,29,0.057
관악구,33,0.041
영등포구,33,0.041
구로구,36,0.049
동작구,36,0.036
양천구,39,0.034
강서구,40,0.036
금천구,36,0.036
서초구,40,0.052
강동구,32,0.037
강남구,36,0.047
송파구,28,0.041
용산구,28,0.04
종로구,29,0.039
중구,33,0.038
서대문구,30,0.056
은평구,28,0.062
마포구,29,0.039
노원구,30,0.041
동대문구,22,0.045
중랑구,28,0.045
성동구,32,0.044
강북구,33,0.047
성북구,27,0.047
도봉구,25,0.055
광진구,27,0.039
구로구,33,0.05
강서구,38,0.039
양천구,39,0.034
금천구,33,0.041
동작구,34,0.035
영등포구,34,0.038
관악구,28,0.043
강남구,34,0.041
강동구,32,0.044
서초구,35,0.05
송파구,25,0.038
종로구,27,0.037
중구,28,0.04
용산구,24,0.049
은평구,26,0.054
마포구,25,0.04
서대문구,30,0.053
도봉구,27,0.053
강북구,30,0.045
동대문구,22,0.046
성동구,25,0.048
광진구,29,0.04
노원구,26,0.041
중랑구,24,0.043
성북구,25,0.045
구로구,27,0.052
영등포구,28,0.03
금천구,28,0.036
관악구,25,0.04
동작구,28,0.033
양천구,31,0.035
강서구,30,0.04
송파구,22,0.041
서초구,30,0.051
강남구,30,0.045
강동구,32,0.044
종로구,24,0.043
중구,23,0.046
용산구,23,0.054
마포구,25,0.043
서대문구,27,0.055
은평구,22,0.055
광진구,24,0.046
노원구,23,0.046
중랑구,22,0.05
도봉구,18,0.058
동대문구,17,0.051
강북구,22,0.049
성동구,20,0.056
성북구,21,0.05
영등포구,30,0.042
구로구,30,0.054
동작구,32,0.034
관악구,32,0.044
양천구,32,0.037
금천구,25,0.033
강서구,26,0.042
강동구,25,0.05
서초구,35,0.055
송파구,27,0.046
강남구,27,0.05
중구,24,0.05
종로구,20,0.047
용산구,21,0.059
마포구,22,0.047
서대문구,21,0.061
은평구,26,0.061
노원구,21,0.046
광진구,22,0.047
성동구,22,0.061
동대문구,17,0.053
도봉구,18,0.059
강북구,20,0.052
중랑구,0,0.051
성북구,21,0.053
양천구,28,0.04
금천구,26,0.034
영등포구,23,0.046
동작구,25,0.036
구로구,27,0.052
관악구,26,0.04
강서구,27,0.047
강동구,23,0.051
송파구,21,0.051
서초구,25,0.063
강남구,24,0.056
중구,32,0.047
용산구,21,0.056
종로구,31,0.043
서대문구,28,0.061
은평구,25,0.06
마포구,25,0.05
광진구,26,0.039
중랑구,0,0
노원구,22,0.046
도봉구,17,0.057
동대문구,21,0.048
강북구,22,0.05
성동구,22,0.052
성북구,18,0.052
동작구,25,0.035
관악구,24,0.045
영등포구,28,0.049
강서구,23,0.052
양천구,29,0.043
구로구,29,0.056
금천구,27,0.034
강남구,26,0.049
송파구,25,0.044
서초구,23,0.058
강동구,31,0.043
용산구,26,0.043
중구,34,0.036
종로구,29,0.033
서대문구,31,0.047
마포구,26,0.04
은평구,31,0.052
중랑구,0,0
노원구,20,0.042
광진구,29,0.033
성동구,29,0.044
동대문구,24,0.039
강북구,25,0.045
성북구,21,0.039
도봉구,24,0.051
금천구,25,0.033
영등포구,25,0.04
관악구,27,0.039
강서구,26,0.047
동작구,30,0.032
양천구,28,0.04
구로구,29,0.052
강남구,30,0.043
서초구,32,0.047
송파구,28,0.038
강동구,30,0.038
종로구,32,0.031
용산구,31,0.039
중구,34,0.032
서대문구,35,0.041
은평구,27,0.044
마포구,26,0.036
동대문구,27,0.034
광진구,33,0.027
도봉구,26,0.043
노원구,28,0.035
성북구,25,0.035
강북구,29,0.042
성동구,34,0.037
중랑구,0,0
강서구,26,0.041
영등포구,28,0.039
금천구,27,0.031
동작구,31,0.028
양천구,29,0.035
구로구,32,0.047
관악구,32,0.038
강동구,29,0.034
강남구,34,0.038
서초구,38,0.039
송파구,33,0.035
중구,36,0.024
종로구,33,0.023
용산구,31,0.031
마포구,27,0.031
은평구,30,0.04
서대문구,29,0.038
성북구,26,0.033
동대문구,27,0.026
강북구,25,0.043
광진구,33,0.023
도봉구,26,0.04
노원구,24,0.033
성동구,32,0.028
중랑구,0,0
강서구,23,0.037
금천구,22,0.029
구로구,29,0.038
양천구,28,0.033
영등포구,28,0.032
관악구,28,0.029
동작구,30,0.024
송파구,30,0.03
서초구,41,0.029
강남구,31,0.031
강동구,28,0.028
종로구,33,0.02
중구,33,0.02
용산구,29,0.024
은평구,30,0.035
서대문구,29,0.03
마포구,32,0.019
동대문구,27,0.024
노원구,25,0.027
중랑구,0,0
강북구,24,0.045
도봉구,20,0.042
성동구,31,0.025
광진구,27,0.02
성북구,17,0.028
영등포구,35,0.02
양천구,34,0.025
금천구,31,0.024
구로구,34,0.03
동작구,33,0.021
강서구,25,0.034
관악구,29,0.024
송파구,29,0.025
강동구,27,0.027
서초구,41,0.028
강남구,28,0.026
용산구,30,0.023
종로구,27,0.019
중구,32,0.018
마포구,30,0.017
은평구,29,0.036
서대문구,32,0.029
동대문구,24,0.022
강북구,30,0.03
노원구,28,0.02
성동구,27,0.025
성북구,27,0.022
광진구,26,0.021
도봉구,28,0.027
중랑구,0,0
금천구,30,0.021
양천구,33,0.018
관악구,28,0.023
영등포구,30,0.018
강서구,28,0.019
동작구,30,0.021
구로구,31,0.03
강동구,26,0.025
강남구,27,0.026
서초구,37,0.028
송파구,29,0.025
용산구,32,0.022
중구,33,0.014
종로구,31,0.014
은평구,27,0.027
마포구,29,0.015
서대문구,35,0.019
도봉구,28,0.017
중랑구,0,0
성동구,29,0.024
광진구,29,0.022
동대문구,24,0.016
노원구,27,0.016
강북구,24,0.018
성북구,28,0.016
동작구,28,0.024
영등포구,28,0.018
구로구,31,0.027
강서구,28,0.014
금천구,31,0.022
관악구,27,0.023
양천구,29,0.015
강남구,28,0.029
강동구,28,0.024
서초구,35,0.034
송파구,32,0.022
중구,33,0.007
용산구,27,0.019
종로구,29,0.009
서대문구,30,0.008
마포구,27,0.007
은평구,25,0.008
성동구,28,0.016
성북구,22,0.011
중랑구,0,0
도봉구,29,0.012
광진구,28,0.016
동대문구,22,0.009
강북구,25,0.03
노원구,27,0.004
구로구,27,0.02
금천구,30,0.018
관악구,25,0.017
강서구,30,0.012
양천구,29,0.008
동작구,30,0.021
영등포구,26,0.01
강동구,27,0.009
송파구,25,0.015
강남구,27,0.023
서초구,29,0.027
종로구,27,0.008
용산구,20,0.01
중구,29,0.007
서대문구,30,0.007
은평구,21,0.007
마포구,27,0.005
성동구,24,0.006
노원구,29,0.003
도봉구,28,0.029
중랑구,0,0
성북구,22,0.006
강북구,28,0.019
동대문구,21,0.01
광진구,22,0.005
관악구,25,0.015
양천구,31,0.006
금천구,34,0.008
구로구,26,0.015
영등포구,28,0.008
강서구,30,0.006
동작구,31,0.016
송파구,24,0.003
서초구,27,0.022
강동구,31,0.003
강남구,28,0.021
중구,26,0.005
용산구,21,0.014
종로구,26,0.015
은평구,20,0.021
마포구,22,0.009
서대문구,23,0.018
성동구,23,0.007
동대문구,20,0.007
강북구,25,0.029
광진구,21,0.01
도봉구,23,0.041
노원구,28,0.009
중랑구,0,0
성북구,24,0.003
동작구,26,0.021
금천구,26,0.018
구로구,26,0.02
양천구,28,0.016
강서구,24,0.014
관악구,19,0.022
영등포구,24,0.019
송파구,21,0.008
강동구,26,0.013
강남구,24,0.022
서초구,25,0.027
용산구,21,0.022
종로구,26,0.019
중구,27,0.015
마포구,21,0.016
서대문구,26,0.028
은평구,17,0.04
성북구,22,0.011
동대문구,20,0.022
성동구,23,0.029
중랑구,0,0
노원구,30,0.022
광진구,20,0.019
강북구,26,0.036
도봉구,25,0.045
구로구,22,0.019
동작구,24,0.023
양천구,28,0.019
강서구,25,0.019
관악구,21,0.02
영등포구,24,0.024
금천구,24,0.018
송파구,20,0.026
강동구,28,0.021
서초구,24,0.026
강남구,25,0.018
종로구,23,0.019
중구,24,0.028
용산구,21,0.03
은평구,18,0.041
마포구,21,0.019
서대문구,26,0.034
도봉구,23,0.039
광진구,20,0.027
강북구,26,0.036
성동구,21,0.034
중랑구,0,0
노원구,27,0.025
성북구,22,0.018
동대문구,19,0.037
관악구,19,0.024
영등포구,21,0.032
구로구,16,0.047
금천구,22,0.023
강서구,23,0.026
양천구,25,0.026
동작구,25,0.024
강남구,25,0.027
강동구,25,0.031
서초구,23,0.043
송파구,22,0.016
용산구,18,0.038
중구,25,0.034
종로구,22,0.033
마포구,21,0.03
서대문구,26,0.043
은평구,17,0.039
성북구,21,0.03
중랑구,0,0
강북구,25,0.037
성동구,23,0.031
노원구,25,0.036
동대문구,16,0.032
광진구,12,0.034
도봉구,22,0.037
관악구,19,0.031
영등포구,21,0.036
강서구,22,0.031
금천구,22,0.029
구로구,16,0.045
양천구,26,0.029
동작구,21,0.028
서초구,18,0.043
강남구,25,0.033
송파구,21,0.028
강동구,25,0.044
중구,23,0.036
용산구,19,0.039
종로구,22,0.036
은평구,15,0.041
마포구,21,0.032
서대문구,24,0.043
성동구,19,0.038
강북구,25,0.035
중랑구,0,0
광진구,19,0.036
노원구,25,0.037
동대문구,18,0.036
도봉구,20,0.04
성북구,21,0.034
강서구,23,0.034
양천구,26,0.025
동작구,25,0.029
금천구,21,0.03
구로구,19,0.046
영등포구,19,0.035
관악구,19,0.035
강남구,23,0.037
강동구,24,0.043
서초구,18,0.048
송파구,22,0.041
중구,24,0.041
종로구,22,0.037
용산구,22,0.037
은평구,15,0.045
마포구,21,0.031
서대문구,24,0.047
동대문구,19,0.037
도봉구,22,0.042
성북구,19,0.039
성동구,21,0.049
강북구,26,0.039
중랑구,0,0
광진구,19,0.036
노원구,27,0.038
동작구,26,0.028
영등포구,20,0.037
강서구,23,0.034
양천구,24,0.027
금천구,23,0.033
구로구,19,0.048
관악구,17,0.035
송파구,23,0.039
서초구,23,0.045
강남구,22,0.043
강동구,25,0.039
종로구,21,0.039
용산구,22,0.042
중구,22,0.041
마포구,21,0.03
서대문구,21,0.049
은평구,18,0.043
노원구,23,0.037
성북구,19,0.046
중랑구,0,0
동대문구,16,0.04
광진구,18,0.037
강북구,23,0.043
성동구,18,0.049
도봉구,21,0.045
구로구,20,0.049
관악구,16,0.036
양천구,24,0.035
강서구,23,0.041
동작구,25,0.03
영등포구,19,0.037
금천구,23,0.033
서초구,20,0.046
강동구,22,0.038
송파구,19,0.037
강남구,22,0.043
중구,24,0.04
종로구,20,0.037
용산구,19,0.035
마포구,21,0.032
서대문구,21,0.044
은평구,13,0.042
성동구,16,0.043
강북구,20,0.044
동대문구,15,0.042
중랑구,0,0
광진구,15,0.034
성북구,13,0.045
노원구,22,0.034
도봉구,18,0.045
동작구,25,0.029
구로구,16,0.052
영등포구,20,0.033
강서구,24,0.041
양천구,24,0.036
관악구,17,0.036
금천구,23,0.036
송파구,22,0.033
강남구,20,0.043
강동구,21,0.036
서초구,22,0.046
중구,18,0.037
용산구,16,0.033
종로구,18,0.037
마포구,17,0.031
은평구,15,0.041
서대문구,17,0.043
광진구,15,0.035
동대문구,11,0.04
성북구,11,0.043
성동구,16,0.046
중랑구,0,0
노원구,17,0.032
강북구,18,0.043
도봉구,12,0.044
양천구,20,0.036
관악구,15,0.036
영등포구,16,0.038
강서구,19,0.041
금천구,18,0.034
동작구,20,0.029
구로구,16,0.048
서초구,15,0.044
송파구,15,0.036
강남구,17,0.042
강동구,15,0.037
종로구,16,0.034
용산구,10,0.038
중구,16,0.037
마포구,14,0.031
은평구,10,0.041
서대문구,12,0.042
광진구,10,0.034
도봉구,11,0.044
동대문구,9,0.038
성동구,12,0.044
중랑구,0,0
성북구,11,0.041
노원구,15,0.033
강북구,15,0.042
영등포구,13,0.037
구로구,16,0.047
동작구,16,0.029
강서구,17,0.038
양천구,15,0.029
관악구,14,0.033
금천구,15,0.035
강동구,13,0.037
서초구,15,0.046
강남구,16,0.04
송파구,16,0.033
용산구,11,0.043
종로구,13,0.035
중구,14,0.038
서대문구,11,0.045
은평구,12,0.041
마포구,12,0.033
성동구,14,0.044
강북구,14,0.043
광진구,12,0.036
도봉구,8,0.045
성북구,9,0.043
동대문구,7,0.04
노원구,17,0.034
중랑구,0,0
관악구,12,0.036
금천구,15,0.033
영등포구,11,0.038
양천구,16,0.031
구로구,9,0.048
강서구,17,0.039
동작구,15,0.03
강남구,15,0.039
강동구,13,0.038
서초구,13,0.048
송파구,12,0.035
용산구,14,0.047
종로구,17,0.039
중구,16,0.041
서대문구,13,0.049
마포구,11,0.033
은평구,16,0.047
광진구,8,0.04
중랑구,0,0
성동구,17,0.048
성북구,11,0.045
강북구,17,0.044
동대문구,11,0.042
도봉구,7,0.047
노원구,19,0.036
강서구,17,0.043
관악구,14,0.038
양천구,15,0.036
구로구,9,0.05
동작구,20,0.032
금천구,16,0.036
영등포구,14,0.04
강남구,19,0.044
서초구,14,0.052
강동구,16,0.042
송파구,12,0.039
종로구,18,0.044
중구,15,0.045
용산구,15,0.05
은평구,10,0.053
서대문구,11,0.06
마포구,15,0.04
중랑구,0,0
동대문구,12,0.046
노원구,15,0.04
성북구,11,0.049
강북구,16,0.048
광진구,12,0.043
성동구,15,0.054
도봉구,7,0.051
구로구,15,0.056
영등포구,16,0.046
관악구,15,0.044
금천구,17,0.041
강서구,17,0.047
동작구,17,0.036
양천구,17,0.041
송파구,10,0.044
강동구,16,0.045
강남구,18,0.049
서초구,16,0.057
용산구,7,0.049
종로구,9,0.042
중구,13,0.045
은평구,4,0.052
서대문구,14,0.052
마포구,13,0.042
성동구,8,0.052
노원구,12,0.039
광진구,7,0.04
도봉구,6,0.049
중랑구,0,0
강북구,14,0.047
동대문구,10,0.044
성북구,5,0.045
양천구,11,0.043
구로구,12,0.056
관악구,10,0.043
금천구,10,0.04
영등포구,10,0.046
강서구,14,0.049
동작구,11,0.036
송파구,13,0.043
강남구,14,0.047
강동구,9,0.043
서초구,11,0.056
중구,10,0.044
용산구,8,0.049
종로구,10,0.041
은평구,2,0.05
서대문구,4,0.05
마포구,9,0.039
광진구,1,0.04
성동구,8,0.052
성북구,5,0.044
동대문구,8,0.044
강북구,10,0.046
중랑구,0,0
노원구,8,0.038
도봉구,4,0.048
금천구,8,0.04
관악구,11,0.042
강서구,9,0.047
양천구,10,0.041
동작구,11,0.035
구로구,5,0.054
영등포구,10,0.044
강남구,10,0.047
강동구,9,0.042
서초구,9,0.053
송파구,10,0.042
용산구,12,0.048
종로구,10,0.04
중구,9,0.043
서대문구,5,0.049
마포구,7,0.038
은평구,3,0.049
중랑구,0,0
노원구,6,0.037
성동구,4,0.049
동대문구,4,0.042
강북구,8,0.045
성북구,2,0.044
광진구,1,0.038
도봉구,3,0.046
금천구,6,0.039
양천구,11,0.041
구로구,5,0.053
강서구,8,0.046
관악구,12,0.041
영등포구,10,0.043
동작구,11,0.034
강동구,8,0.042
강남구,8,0.046
송파구,4,0.042
서초구,9,0.052
종로구,9,0.039
용산구,7,0.047
중구,10,0.042
서대문구,7,0.048
마포구,7,0.036
은평구,7,0.048
도봉구,5,0.045
중랑구,0,0
광진구,3,0.038
성북구,6,0.043
동대문구,6,0.042
강북구,7,0.044
성동구,10,0.05
노원구,9,0.037
영등포구,8,0.042
강서구,9,0.045
구로구,7,0.052
양천구,9,0.041
관악구,11,0.04
동작구,9,0.034
금천구,9,0.039
송파구,9,0.042
강남구,9,0.046
강동구,9,0.041
서초구,9,0.051
중구,9,0.042
용산구,14,0.047
종로구,6,0.039
마포구,6,0.037
서대문구,7,0.047
은평구,10,0.047
중랑구,0,0
강북구,9,0.043
도봉구,6,0.044
광진구,5,0.037
성동구,13,0.049
성북구,6,0.043
노원구,10,0.037
동대문구,5,0.043
관악구,13,0.039
동작구,14,0.033
금천구,14,0.037
양천구,9,0.04
구로구,12,0.051
강서구,7,0.043
영등포구,11,0.041
강남구,12,0.045
서초구,11,0.049
송파구,11,0.042
강동구,12,0.04
중구,14,0.038
종로구,12,0.036
용산구,14,0.043
은평구,15,0.047
마포구,11,0.036
서대문구,8,0.047
성동구,14,0.047
동대문구,9,0.039
광진구,9,0.035
강북구,10,0.041
도봉구,9,0.043
노원구,12,0.034
성북구,9,0.04
중랑구,0,0
관악구,17,0.035
영등포구,13,0.038
금천구,14,0.033
구로구,13,0.047
강서구,13,0.042
양천구,13,0.036
동작구,16,0.03
강동구,13,0.038
서초구,14,0.043
송파구,15,0.039
강남구,10,0.043
중구,12,0.036
종로구,15,0.034
용산구,13,0.044
마포구,15,0.03
은평구,16,0.044
서대문구,14,0.041
성북구,12,0.036
중랑구,0,0
동대문구,12,0.036
강북구,16,0.037
성동구,15,0.042
노원구,18,0.031
광진구,14,0.031
도봉구,14,0.038
영등포구,15,0.032
관악구,14,0.029
양천구,14,0.031
구로구,16,0.041
금천구,19,0.028
동작구,16,0.025
강서구,13,0.035
강동구,17,0.034
서초구,22,0.036
강남구,13,0.038
송파구,14,0.033
종로구,13,0.031
용산구,15,0.038
중구,12,0.027
은평구,13,0.033
서대문구,13,0.032
마포구,13,0.027
성북구,13,0.033
도봉구,14,0.034
성동구,15,0.035
강북구,15,0.035
광진구,18,0.026
중랑구,0,0
동대문구,11,0.031
노원구,15,0.027
영등포구,13,0.028
구로구,16,0.039
관악구,14,0.027
금천구,17,0.025
동작구,19,0.022
강서구,10,0.032
양천구,13,0.029
강남구,14,0.032
강동구,15,0.032
서초구,24,0.032
송파구,17,0.029
종로구,10,0.028
중구,16,0.027
용산구,17,0.035
서대문구,21,0.028
마포구,12,0.024
은평구,25,0.033
성동구,13,0.034
노원구,12,0.026
동대문구,7,0.028
성북구,11,0.03
광진구,17,0.025
도봉구,15,0.032
중랑구,0,0
강북구,14,0.031
구로구,16,0.036
관악구,14,0.022
동작구,18,0.021
양천구,9,0.027
금천구,17,0.023
강서구,13,0.029
영등포구,13,0.025
강남구,14,0.031
서초구,21,0.028
송파구,18,0.027
강동구,14,0.03
중구,21,0.019
종로구,19,0.02
용산구,20,0.018
은평구,21,0.022
서대문구,21,0.024
마포구,14,0.021
광진구,18,0.025
노원구,17,0.025
도봉구,14,0.03
중랑구,0,0
성동구,16,0.03
성북구,13,0.028
강북구,15,0.029
동대문구,11,0.023
동작구,17,0.019
강서구,13,0.025
금천구,16,0.021
영등포구,13,0.021
관악구,10,0.022
양천구,14,0.024
구로구,14,0.034
강남구,18,0.024
강동구,18,0.027
서초구,25,0.026
송파구,20,0.022
용산구,19,0.022
종로구,21,0.022
중구,25,0.022
마포구,18,0.019
서대문구,22,0.023
은평구,26,0.024
광진구,21,0.021
중랑구,0,0
동대문구,14,0.022
도봉구,21,0.028
강북구,25,0.025
성북구,20,0.021
성동구,19,0.022
노원구,23,0.026
동작구,20,0.019
양천구,15,0.02
금천구,20,0.02
강서구,13,0.026
영등포구,15,0.022
관악구,13,0.023
구로구,16,0.031
강동구,24,0.028
송파구,20,0.021
서초구,22,0.03
강남구,22,0.024
종로구,22,0.026
중구,21,0.027
용산구,21,0.03
은평구,29,0.028
마포구,16,0.024
서대문구,26,0.03
광진구,26,0.024
도봉구,25,0.032
동대문구,16,0.028
강북구,25,0.029
중랑구,0,0
성동구,18,0.03
노원구,25,0.028
성북구,24,0.022
동작구,20,0.023
양천구,17,0.023
구로구,19,0.036
금천구,18,0.025
관악구,13,0.027
강서구,15,0.028
영등포구,16,0.026
서초구,24,0.036
송파구,20,0.028
강동구,23,0.028
강남구,21,0.031
종로구,25,0.03
용산구,19,0.037
중구,20,0.031
마포구,19,0.031
은평구,28,0.038
서대문구,25,0.038
성북구,19,0.032
성동구,22,0.036
동대문구,16,0.033
도봉구,24,0.037
중랑구,0,0
강북구,26,0.031
노원구,28,0.028
광진구,24,0.027
