측정소명,초미세먼지,오존
서대문구,37,0.002
마포구,36,0.002
은평구,34,0.003
동대문구,39,0.002
중랑구,34,0.004
노원구,43,0.002
성동구,40,0.003
광진구,36,0.001
성북구,37,0.002
강북구,39,0.003
도봉구,39,0.003
구로구,42,0.006
양천구,35,0.002
동작구,47,0.003
금천구,40,0.002
영등포구,38,0.002
강서구,31,0.002
관악구,34,0.003
서초구,40,0.006
송파구,41,0.002
강남구,38,0.002
강동구,45,0.003
중구,42,0.002
용산구,35,0.001
종로구,38,0.002
서대문구,38,0.002
은평구,37,0.003
마포구,35,0.002
광진구,36,0.002
도봉구,35,0.004
성동구,40,0.002
성북구,36,0.004
노원구,40,0.002
강북구,37,0.003
동대문구,34,0.002
중랑구,32,0.009
구로구,36,0.006
관악구,33,0.002
금천구,35,0.002
양천구,32,0.002
영등포구,32,0.002
동작구,41,0.003
강서구,30,0.004
서초구,38,0.006
강동구,42,0.002
송파구,36,0.002
강남구,37,0.002
종로구,41,0.002
중구,44,0.002
용산구,33,0.001
마포구,37,0.002
서대문구,42,0.002
은평구,39,0.004
도봉구,38,0.007
강북구,42,0.003
광진구,36,0.003
노원구,44,0.002
중랑구,34,0.012
성동구,40,0.001
동대문구,32,0.002
성북구,37,0.004
구로구,35,0.006
강서구,30,0.005
동작구,43,0.003
양천구,31,0.006
금천구,37,0.002
관악구,33,0.002
영등포구,30,0.007
서초구,33,0.006
송파구,37,0.002
강동구,43,0.002
강남구,36,0.002
종로구,39,0.003
용산구,33,0.001
중구,44,0.002
서대문구,45,0.003
마포구,31,0.008
은평구,38,0.004
광진구,40,0.001
동대문구,32,0.003
도봉구,38,0.007
성북구,37,0.002
성동구,38,0.001
중랑구,33,0.013
노원구,41,0.002
강북구,41,0.004
금천구,34,0.002
양천구,31,0.003
강서구,26,0.004
동작구,40,0.003
영등포구,31,0.003
관악구,30,0.002
구로구,33,0.006
강남구,40,0.002
송파구,33,0.002
서초구,37,0.006
강동구,44,0.002
용산구,35,0.001
중구,47,0.003
종로구,41,0.004
은평구,36,0.004
마포구,30,0.003
서대문구,45,0.003
강북구,42,0.007
광진구,36,0.001
중랑구,35,0.014
성동구,37,0.002
동대문구,35,0.004
성북구,37,0.003
도봉구,43,0.005
노원구,43,0.003
양천구,33,0.005
동작구,40,0.003
강서구,27,0.008
관악구,31,0.002
구로구,32,0.006
영등포구,29,0.006
금천구,36,0.002
송파구,39,0.002
강동구,46,0.003
강남구,32,0.002
서초구,34,0.007
종로구,42,0.004
중구,45,0.007
용산구,32,0.001
은평구,33,0.005
마포구,26,0.007
서대문구,43,0.004
성북구,42,0.011
동대문구,35,0.003
도봉구,36,0.008
노원구,43,0.002
성동구,32,0.002
중랑구,33,0.009
광진구,38,0.002
강북구,42,0.006
관악구,26,0.006
영등포구,25,0.011
구로구,30,0.013
동작구,36,0.003
강서구,25,0.004
양천구,27,0.007
금천구,39,0.003
강동구,43,0.003
송파구,32,0.002
강남구,30,0.002
서초구,33,0.007
중구,43,0.002
종로구,45,0.003
용산구,34,0.002
은평구,30,0.006
마포구,28,0.009
서대문구,36,0.011
도봉구,37,0.013
성북구,42,0.012
동대문구,40,0.002
성동구,33,0.002
중랑구,34,0.017
노원구,45,0.005
광진구,35,0.009
강북구,44,0.008
양천구,29,0.017
동작구,35,0.005
영등포구,28,0.015
관악구,28,0.009
구로구,27,0.022
강서구,26,0.02
금천구,39,0.002
강남구,32,0.002
송파구,34,0.002
서초구,38,0.007
강동구,46,0.003
용산구,31,0.004
중구,38,0.01
종로구,39,0.005
은평구,36,0.016
서대문구,38,0.023
마포구,27,0.01
성북구,45,0.01
도봉구,0,0.017
광진구,0,0.002
중랑구,34,0.007
성동구,31,0.002
동대문구,32,0.003
강북구,43,0.009
노원구,40,0.01
동작구,34,0.005
구로구,0,0.018
영등포구,27,0.018
양천구,29,0.017
금천구,39,0.007
관악구,29,0.01
강서구,27,0.012
강남구,34,0.003
강동구,38,0.002
서초구,0,0.01
송파구,34,0.003
용산구,31,0.006
종로구,37,0.015
중구,34,0.014
은평구,33,0.036
마포구,26,0.009
서대문구,37,0.026
강북구,46,0.013
노원구,48,0.002
도봉구,47,0.028
성북구,37,0.007
동대문구,31,0.009
성동구,32,0.005
중랑구,36,0.006
광진구,38,0.004
동작구,36,0.015
구로구,32,0.022
영등포구,26,0.009
관악구,34,0.011
금천구,39,0.004
양천구,27,0.013
강서구,24,0.011
강남구,29,0.011
서초구,30,0.021
강동구,38,0.002
송파구,32,0.007
중구,36,0.011
종로구,35,0.012
용산구,30,0.01
은평구,36,0.023
마포구,27,0.011
서대문구,34,0.012
광진구,37,0.005
도봉구,46,0.03
노원구,41,0.01
동대문구,29,0.012
강북구,45,0.019
중랑구,33,0.007
성동구,33,0.006
성북구,37,0.014
강서구,30,0.017
양천구,32,0.015
금천구,37,0.003
동작구,37,0.004
영등포구,30,0.013
구로구,35,0.013
관악구,32,0.007
강남구,41,0.009
송파구,36,0.002
서초구,32,0.017
강동구,41,0.004
종로구,37,0.011
중구,46,0.012
용산구,37,0.007
은평구,42,0.027
마포구,35,0.012
서대문구,34,0.014
성북구,38,0.008
광진구,41,0.003
도봉구,38,0.012
강북구,38,0.008
동대문구,30,0.011
노원구,35,0.005
성동구,42,0.004
중랑구,30,0.005
관악구,45,0.008
강서구,29,0.021
동작구,52,0.007
양천구,40,0.014
구로구,39,0.015
영등포구,36,0.011
금천구,36,0.005
송파구,35,0.003
강동구,39,0.005
서초구,39,0.011
강남구,24,0.003
용산구,33,0.01
중구,39,0.015
종로구,31,0.014
은평구,32,0.02
마포구,42,0.014
서대문구,40,0.016
노원구,30,0.011
성동구,25,0.011
동대문구,24,0.015
중랑구,26,0.012
강북구,31,0.014
도봉구,27,0.016
광진구,32,0.009
성북구,20,0.015
강서구,34,0.024
양천구,38,0.019
영등포구,43,0.015
구로구,42,0.02
금천구,31,0.012
관악구,52,0.012
동작구,50,0.011
송파구,28,0.01
서초구,53,0.014
강동구,32,0.012
강남구,37,0.012
용산구,28,0.019
종로구,29,0.02
중구,33,0.022
서대문구,27,0.022
마포구,46,0.015
은평구,24,0.023
광진구,33,0.015
성북구,20,0.019
동대문구,22,0.02
강북구,30,0.019
도봉구,26,0.019
성동구,26,0.016
노원구,31,0.014
중랑구,24,0.018
강서구,45,0.022
관악구,18,0.016
양천구,0,0
영등포구,47,0.014
구로구,57,0.022
금천구,34,0.023
동작구,41,0.017
강남구,33,0.02
서초구,42,0.02
송파구,28,0.014
강동구,29,0.018
중구,32,0.024
종로구,26,0.02
용산구,25,0.023
마포구,33,0.019
서대문구,21,0.024
은평구,23,0.026
광진구,23,0.018
노원구,28,0.014
동대문구,22,0.022
도봉구,27,0.018
중랑구,25,0.016
성북구,24,0.02
성동구,23,0
강북구,29,0.019
동작구,35,0.021
금천구,25,0.026
영등포구,36,0.018
양천구,0,0
관악구,20,0.019
구로구,48,0.027
강서구,0,0.02
강동구,22,0.019
송파구,24,0.019
서초구,33,0.024
강남구,25,0.022
용산구,29,0.024
중구,33,0.022
종로구,31,0.019
서대문구,23,0.024
은평구,27,0.026
마포구,29,0.023
동대문구,23,0.018
성동구,28,0
도봉구,27,0.018
강북구,31,0.016
성북구,25,0.018
중랑구,24,0.015
노원구,30,0.017
광진구,26,0.016
영등포구,31,0.022
동작구,33,0.022
양천구,0,0
강서구,0,0
구로구,35,0.029
금천구,26,0.025
관악구,30,0.022
강남구,25,0.024
송파구,20,0.02
서초구,27,0.026
강동구,24,0.021
중구,33,0.018
용산구,24,0.019
종로구,27,0.016
은평구,28,0.02
서대문구,30,0.018
마포구,27,0.024
도봉구,26,0.018
중랑구,22,0.017
성북구,0,0
강북구,31,0.017
성동구,29,0
노원구,28,0.017
광진구,21,0.018
동대문구,22,0.017
강서구,0,0
관악구,29,0.021
양천구,34,0.027
구로구,33,0.027
동작구,30,0.021
영등포구,30,0.02
금천구,25,0.026
서초구,32,0.024
강동구,21,0.02
강남구,20,0.025
송파구,22,0.021
종로구,28,0.017
중구,27,0.018
용산구,20,0.024
서대문구,27,0
마포구,29,0.017
은평구,24,0.017
중랑구,24,0.019
성북구,25,0.017
강북구,31,0.018
성동구,24,0
노원구,22,0.018
광진구,19,0.019
동대문구,22,0.019
도봉구,27,0.019
양천구,30,0.026
영등포구,26,0.022
구로구,27,0.027
강서구,0,0
동작구,26,0.022
관악구,31,0.019
금천구,25,0.023
강남구,21,0.023
강동구,31,0.023
서초구,27,0.026
송파구,23,0.021
용산구,22,0.025
종로구,25,0.015
중구,27,0.018
마포구,24,0.016
서대문구,0,0
은평구,27,0.019
광진구,20,0.021
도봉구,27,0.02
성동구,25,0
동대문구,17,0.021
강북구,32,0.016
성북구,26,0.016
중랑구,25,0.015
노원구,14,0.027
구로구,30,0.023
양천구,29,0.026
금천구,21,0.023
관악구,26,0.02
동작구,22,0.021
강서구,0,0
영등포구,26,0.017
강남구,23,0.019
송파구,19,0.024
서초구,25,0.025
강동구,30,0.014
용산구,32,0.015
종로구,30,0.018
중구,31,0.012
마포구,30,0.015
서대문구,0,0
은평구,31,0.016
중랑구,26,0.012
강북구,37,0.015
성북구,34,0.012
성동구,24,0.02
동대문구,26,0.017
광진구,29,0.011
노원구,27,0.018
도봉구,26,0.019
동작구,23,0.023
강서구,26,0.021
양천구,32,0.019
관악구,24,0.016
금천구,31,0.022
영등포구,23,0.014
구로구,28,0.023
강남구,23,0.016
강동구,28,0.013
서초구,26,0.021
송파구,22,0.026
용산구,30,0.01
종로구,32,0.009
중구,31,0.011
마포구,35,0.01
서대문구,0,0
은평구,26,0.011
성동구,28,0.013
노원구,26,0.014
중랑구,26,0.01
성북구,34,0.007
동대문구,26,0.01
강북구,35,0.012
광진구,33,0.005
도봉구,32,0.012
관악구,22,0.011
영등포구,25,0.009
동작구,27,0.016
양천구,36,0.009
강서구,29,0.01
구로구,32,0.016
금천구,29,0.013
강남구,29,0.007
서초구,27,0.018
송파구,30,0.011
강동구,30,0.008
중구,30,0.004
용산구,26,0.006
종로구,28,0.005
마포구,26,0.005
은평구,20,0.005
서대문구,0,0
강북구,22,0.007
광진구,27,0.004
도봉구,28,0.006
성북구,28,0.005
중랑구,25,0.005
성동구,25,0.006
노원구,23,0.006
동대문구,19,0.005
구로구,37,0.008
양천구,30,0.005
강서구,26,0.005
동작구,23,0.009
금천구,28,0.006
관악구,24,0.006
영등포구,26,0.005
강남구,28,0.004
송파구,29,0.006
서초구,29,0.016
강동구,30,0.004
용산구,21,0.002
중구,26,0.002
종로구,25,0.003
은평구,17,0.003
서대문구,0,0
마포구,21,0.002
동대문구,19,0.003
성북구,24,0.003
성동구,24,0.003
중랑구,24,0.003
노원구,26,0.002
강북구,23,0.004
광진구,22,0.002
도봉구,23,0.003
동작구,24,0.004
금천구,26,0.002
양천구,26,0.003
구로구,32,0.006
영등포구,25,0.003
강서구,26,0.003
관악구,19,0.002
강남구,21,0.003
서초구,23,0.008
송파구,23,0.004
강동구,27,0.003
중구,25,0.002
용산구,20,0.001
종로구,24,0.002
은평구,18,0.002
마포구,21,0.002
서대문구,0,0
강북구,24,0.003
노원구,27,0.002
도봉구,18,0.002
동대문구,21,0.002
성북구,20,0.002
중랑구,21,0.002
성동구,22,0.002
광진구,24,0.001
구로구,30,0.006
관악구,17,0.001
영등포구,21,0.002
금천구,22,0.002
동작구,26,0.003
양천구,26,0.001
강서구,24,0.003
서초구,20,0.006
강남구,22,0.002
강동구,27,0.002
송파구,21,0.002
용산구,19,0.001
종로구,23,0.002
중구,23,0.002
은평구,16,0.004
마포구,20,0.002
서대문구,0,0
성북구,21,0.002
광진구,22,0.001
동대문구,20,0.002
중랑구,21,0.002
성동구,20,0.002
노원구,26,0.002
도봉구,18,0.012
강북구,21,0.005
구로구,25,0.006
금천구,18,0.002
관악구,16,0.002
양천구,25,0.002
강서구,22,0.006
동작구,23,0.004
영등포구,19,0.002
강남구,18,0.002
송파구,21,0.002
서초구,24,0.009
강동구,27,0.002
종로구,24,0.002
중구,25,0.002
용산구,18,0.001
서대문구,0,0
마포구,21,0.003
은평구,14,0.012
강북구,21,0.009
성동구,20,0.002
중랑구,21,0.002
노원구,26,0.002
성북구,20,0.003
광진구,23,0.001
도봉구,19,0.01
동대문구,20,0.002
관악구,16,0.003
동작구,22,0.012
양천구,23,0.004
구로구,18,0.008
금천구,19,0.004
강서구,22,0.003
영등포구,22,0.006
송파구,21,0.002
강동구,30,0.002
서초구,22,0.015
강남구,18,0.003
중구,23,0.002
용산구,17,0.003
종로구,19,0.002
서대문구,0,0
은평구,15,0.004
마포구,19,0.003
도봉구,20,0.002
성동구,18,0.002
광진구,22,0.001
강북구,18,0.013
성북구,17,0.002
동대문구,19,0.002
중랑구,20,0.004
노원구,25,0.002
양천구,27,0.002
영등포구,20,0.01
관악구,15,0.003
금천구,17,0.004
강서구,22,0.002
구로구,26,0.015
동작구,20,0.009
서초구,21,0.012
강동구,28,0.002
송파구,18,0.002
강남구,16,0.005
중구,19,0.002
용산구,12,0.006
종로구,18,0.004
서대문구,0,0
은평구,12,0.003
마포구,20,0.003
도봉구,18,0.004
광진구,16,0.001
동대문구,15,0.002
강북구,19,0.014
성북구,12,0.002
성동구,20,0.006
노원구,26,0.003
중랑구,22,0.003
구로구,22,0.01
강서구,25,0.006
영등포구,22,0.015
관악구,17,0.008
금천구,21,0.004
양천구,25,0.008
동작구,20,0.007
강남구,18,0.017
송파구,21,0.002
서초구,17,0
강동구,30,0.002
중구,18,0.003
종로구,18,0.003
용산구,15,0.007
은평구,15,0.005
마포구,16,0.006
서대문구,0,0
노원구,23,0.008
성동구,16,0.012
도봉구,16,0.005
동대문구,13,0.007
강북구,16,0.015
성북구,12,0.004
중랑구,16,0.007
광진구,14,0.006
관악구,14,0.012
강서구,23,0.013
영등포구,19,0.011
동작구,21,0.008
양천구,23,0.014
금천구,20,0.002
구로구,18,0.013
강동구,21,0.004
송파구,19,0.002
강남구,17,0.017
서초구,17,0
종로구,18,0.006
용산구,16,0.009
중구,16,0.009
은평구,18,0.004
마포구,13,0.009
서대문구,0,0
노원구,23,0.005
동대문구,15,0.006
도봉구,18,0.003
중랑구,18,0.012
성동구,17,0.02
광진구,18,0.013
성북구,17,0.004
강북구,18,0.018
금천구,19,0.008
양천구,19,0.01
강서구,19,0.006
동작구,21,0.008
영등포구,18,0.008
관악구,15,0.016
구로구,24,0.014
송파구,20,0.005
강동구,23,0.004
서초구,17,0
강남구,17,0.024
중구,18,0.012
용산구,16,0.006
종로구,18,0.005
은평구,13,0.008
마포구,12,0.012
서대문구,0,0
강북구,16,0.017
노원구,22,0.005
성북구,18,0.012
광진구,14,0.016
중랑구,19,0.005
도봉구,12,0.014
동대문구,14,0.007
성동구,16,0.02
동작구,17,0.021
강서구,17,0.006
영등포구,16,0.014
금천구,17,0.018
구로구,18,0.016
관악구,17,0.017
양천구,18,0.012
서초구,16,0.029
강동구,20,0.016
송파구,18,0.017
강남구,15,0.031
용산구,18,0.01
종로구,20,0.007
중구,22,0.009
은평구,8,0.015
서대문구,0,0
마포구,12,0.011
노원구,25,0.004
성동구,18,0.014
동대문구,14,0.009
도봉구,14,0.024
강북구,20,0.024
광진구,14,0.011
중랑구,19,0.007
성북구,15,0.022
영등포구,15,0.014
관악구,16,0.016
강서구,15,0.009
양천구,15,0.01
구로구,20,0.022
금천구,19,0.017
동작구,19,0.023
강동구,23,0.013
송파구,21,0.016
강남구,18,0.024
서초구,14,0.028
중구,19,0.013
용산구,20,0.011
종로구,18,0.014
서대문구,0,0
마포구,14,0.011
은평구,15,0.014
성동구,20,0.012
성북구,13,0.023
중랑구,18,0.013
도봉구,13,0.029
동대문구,14,0.017
광진구,21,0.012
노원구,21,0.016
강북구,18,0.024
구로구,0,0.022
관악구,17,0.017
영등포구,16,0.017
강서구,19,0.012
양천구,17,0.014
동작구,20,0.023
금천구,20,0.014
강동구,24,0.012
강남구,20,0.019
송파구,21,0.018
서초구,17,0.024
종로구,21,0.02
중구,22,0.02
용산구,19,0.011
서대문구,0,0
마포구,15,0.016
은평구,13,0.033
성북구,16,0.022
중랑구,19,0.021
성동구,19,0.014
광진구,19,0.014
동대문구,14,0.024
노원구,24,0.026
도봉구,14,0.035
강북구,20,0.028
금천구,24,0.019
영등포구,20,0.019
동작구,24,0.023
구로구,18,0.026
양천구,21,0.014
강서구,19,0.021
관악구,24,0.019
강남구,22,0.019
강동구,24,0.013
송파구,22,0.018
서초구,19,0.025
중구,22,0.022
용산구,18,0.02
종로구,21,0.021
마포구,16,0.022
서대문구,0,0
은평구,14,0.033
노원구,24,0.024
성북구,15,0.024
강북구,21,0.029
동대문구,16,0.026
도봉구,15,0.034
광진구,18,0.02
중랑구,20,0.022
성동구,19,0.021
동작구,23,0.02
금천구,23,0.024
구로구,22,0.027
영등포구,19,0.019
양천구,18,0.019
강서구,20,0.025
관악구,25,0.019
강동구,26,0.02
서초구,21,0.026
송파구,20,0.018
강남구,21,0.019
중구,23,0.028
용산구,18,0.026
종로구,26,0.023
마포구,20,0.026
서대문구,0,0
은평구,18,0.034
중랑구,22,0.026
성북구,17,0.029
광진구,17,0.026
강북구,27,0.027
도봉구,15,0.036
노원구,29,0.029
동대문구,18,0.029
성동구,23,0.026
양천구,19,0.025
영등포구,20,0.025
금천구,24,0.021
관악구,28,0.023
구로구,20,0.029
강서구,21,0.03
동작구,29,0.024
강남구,26,0.032
송파구,19,0.024
서초구,18,0.035
강동구,0,0.025
용산구,23,0.034
종로구,29,0.027
중구,24,0.035
서대문구,0,0
마포구,20,0.03
은평구,20,0.039
성동구,23,0.035
중랑구,23,0.03
광진구,17,0.03
성북구,17,0.033
노원구,25,0.035
동대문구,20,0.034
강북구,25,0.036
도봉구,17,0.044
영등포구,21,0.034
관악구,13,0.032
동작구,0,0
구로구,19,0.039
강서구,20,0.037
양천구,25,0.035
금천구,23,0.031
강남구,24,0.037
강동구,20,0.027
송파구,20,0.03
서초구,22,0.042
중구,28,0.037
용산구,25,0.039
종로구,35,0.03
서대문구,0,0
은평구,0,0.043
마포구,23,0.034
성북구,17,0.04
광진구,20,0.033
강북구,22,0.037
중랑구,23,0.034
노원구,25,0.037
도봉구,15,0.046
동대문구,23,0.037
성동구,25,0.039
금천구,25,0.036
동작구,0,0
양천구,27,0.041
강서구,21,0.042
구로구,23,0.045
영등포구,26,0.037
관악구,20,0.037
서초구,21,0.046
강동구,0,0
강남구,24,0.042
송파구,24,0.036
종로구,25,0.031
용산구,25,0.042
중구,27,0.038
서대문구,0,0
은평구,0,0
마포구,23,0.035
성동구,23,0.042
도봉구,17,0.045
성북구,20,0.042
광진구,19,0.035
중랑구,22,0.036
노원구,27,0.037
동대문구,19,0.039
강북구,25,0.037
강서구,22,0.043
구로구,24,0.047
영등포구,24,0.04
관악구,26,0.038
금천구,26,0.034
양천구,27,0.041
동작구,28,0.032
강동구,0,0
서초구,22,0.047
강남구,22,0.044
송파구,23,0.036
중구,28,0.04
용산구,26,0.043
종로구,25,0.032
마포구,26,0.036
서대문구,0,0
은평구,0,0
도봉구,18,0
성동구,24,0.042
동대문구,18,0.04
노원구,30,0.035
중랑구,23,0.033
강북구,28,0.036
광진구,18,0.034
성북구,0,0.039
구로구,25,0.045
양천구,29,0.041
영등포구,26,0.038
동작구,26,0.032
강서구,25,0.043
금천구,23,0.036
관악구,25,0.036
서초구,19,0.047
강동구,30,0.034
송파구,22,0.036
강남구,22,0.043
용산구,25,0.039
중구,31,0.036
종로구,28,0.029
마포구,20,0.035
은평구,23,0.043
서대문구,0,0
강북구,28,0.033
도봉구,22,0.041
성북구,21,0.035
노원구,27,0.032
성동구,25,0.037
동대문구,22,0.034
중랑구,24,0.027
광진구,19,0.03
강서구,22,0.042
동작구,24,0.032
관악구,21,0.037
양천구,25,0.038
금천구,22,0.037
구로구,21,0.045
영등포구,21,0.037
서초구,19,0.045
강동구,30,0.031
송파구,23,0.033
강남구,22,0.039
종로구,30,0.025
용산구,27,0.035
중구,31,0.032
은평구,24,0.039
서대문구,0,0
마포구,23,0.034
중랑구,26,0.028
성북구,21,0.033
도봉구,22,0.039
강북구,29,0.032
성동구,25,0.034
노원구,29,0.03
광진구,22,0.026
동대문구,26,0.031
금천구,27,0.035
동작구,26,0.031
관악구,23,0.034
영등포구,21,0.034
구로구,19,0.044
강서구,23,0.04
양천구,26,0.037
강남구,21,0.036
송파구,25,0.03
강동구,33,0.029
서초구,24,0.04
용산구,30,0.032
중구,33,0.027
종로구,34,0.023
서대문구,0,0
은평구,25,0.034
마포구,30,0.031
성동구,29,0.029
도봉구,25,0.037
광진구,25,0.023
강북구,28,0.032
동대문구,24,0.028
중랑구,28,0.026
성북구,20,0.028
노원구,28,0.028
금천구,29,0.031
영등포구,23,0.033
구로구,21,0.04
동작구,29,0.027
강서구,22,0.038
양천구,27,0.032
관악구,23,0.031
송파구,32,0.025
강남구,24,0.031
강동구,35,0.025
서초구,21,0.035
용산구,32,0.025
중구,38,0.023
종로구,37,0.023
마포구,40,0.028
서대문구,29,0.028
은평구,25,0.031
노원구,32,0.027
광진구,30,0.025
강북구,32,0.03
성동구,30,0.024
동대문구,24,0.03
중랑구,29,0.025
도봉구,25,0.037
성북구,25,0.032
영등포구,27,0.028
강서구,21,0.035
구로구,28,0.037
양천구,31,0.029
관악구,25,0.027
금천구,34,0.028
동작구,32,0.023
서초구,27,0.03
강남구,29,0.028
강동구,32,0.027
송파구,32,0.025
용산구,31,0.025
종로구,29,0.023
중구,31,0.027
마포구,37,0.021
은평구,29,0.032
서대문구,28,0.028
성북구,25,0.031
중랑구,28,0.026
광진구,23,0.026
노원구,28,0.027
도봉구,26,0.037
강북구,36,0.029
성동구,29,0.026
동대문구,21,0.031
강서구,22,0.031
구로구,24,0.031
관악구,23,0.022
영등포구,24,0.026
금천구,30,0.024
동작구,30,0.021
양천구,28,0.024
강동구,36,0.028
서초구,25,0.029
송파구,32,0.022
강남구,29,0.028
중구,35,0.025
용산구,29,0.025
종로구,27,0.021
마포구,32,0.016
서대문구,26,0.026
은평구,28,0.029
광진구,28,0.022
도봉구,29,0.034
성북구,29,0.027
동대문구,23,0.028
성동구,30,0.027
강북구,34,0.025
노원구,34,0.026
중랑구,30,0.021
동작구,31,0.018
강서구,24,0.026
관악구,22,0.021
금천구,30,0.02
영등포구,25,0.024
양천구,26,0.022
구로구,26,0.027
서초구,26,0.027
강동구,35,0.019
송파구,31,0.018
강남구,30,0.026
종로구,31,0.018
중구,33,0.025
용산구,31,0.025
마포구,29,0.013
서대문구,28,0.028
은평구,28,0.029
성동구,30,0.023
중랑구,32,0.014
동대문구,25,0.023
노원구,39,0.013
성북구,30,0.024
광진구,29,0.016
강북구,37,0.019
도봉구,28,0.032
강서구,26,0.02
양천구,30,0.016
동작구,34,0.018
영등포구,26,0.015
금천구,31,0.02
구로구,24,0.025
관악구,24,0.021
서초구,25,0.022
송파구,33,0.015
강남구,30,0.028
강동구,38,0.012
종로구,33,0.02
중구,36,0.028
용산구,34,0.026
마포구,31,0.012
서대문구,27,0.025
은평구,31,0.03
광진구,30,0.021
중랑구,33,0.018
성북구,30,0.022
동대문구,28,0.028
성동구,31,0.031
도봉구,28,0.035
강북구,38,0.021
노원구,41,0.021
동작구,36,0.021
강서구,28,0.025
금천구,33,0.024
영등포구,30,0.019
양천구,33,0.018
구로구,27,0.029
관악구,28,0.026
서초구,26,0.027
강동구,42,0.02
강남구,28,0.03
송파구,35,0.02
중구,36,0.03
종로구,33,0.023
용산구,32,0.03
은평구,31,0.034
마포구,30,0.022
서대문구,32,0.03
강북구,38,0.024
광진구,28,0.028
노원구,37,0.026
도봉구,32,0.037
중랑구,32,0.025
성동구,31,0.035
성북구,33,0.031
동대문구,26,0.031
구로구,30,0.034
관악구,28,0.028
동작구,37,0.025
영등포구,29,0.028
강서구,30,0.029
금천구,32,0.025
양천구,35,0.023
강남구,31,0.033
강동구,39,0.025
서초구,26,0.034
송파구,33,0.026
종로구,36,0.024
중구,39,0.031
용산구,32,0.036
마포구,31,0.029
서대문구,33,0.033
은평구,31,0.036
중랑구,34,0.029
노원구,39,0.028
강북구,39,0.028
동대문구,27,0.032
도봉구,28,0.037
성북구,31,0.034
성동구,32,0.037
광진구,27,0.03
관악구,31,0.03
영등포구,32,0.032
양천구,38,0.023
강서구,31,0.033
동작구,38,0.026
금천구,35,0.031
구로구,30,0.038
서초구,26,0.041
송파구,34,0.032
강남구,32,0.038
강동구,40,0.031
중구,39,0.033
종로구,35,0.025
용산구,36,0.037
마포구,31,0.03
서대문구,28,0.035
은평구,31,0.035
광진구,29,0.031
동대문구,28,0.033
도봉구,32,0.038
성동구,34,0.036
성북구,31,0.037
중랑구,33,0.029
노원구,39,0.03
강북구,40,0.029
금천구,36,0.033
구로구,30,0.04
영등포구,32,0.033
양천구,37,0.026
동작구,38,0.028
강서구,33,0.033
관악구,30,0.03
강남구,33,0.038
송파구,35,0.032
강동구,42,0.033
서초구,27,0.043
종로구,37,0.025
중구,41,0.033
용산구,36,0.037
서대문구,32,0.035
마포구,33,0.028
은평구,34,0.036
광진구,34,0.031
노원구,42,0.031
강북구,43,0.029
중랑구,33,0.03
동대문구,31,0.034
성북구,29,0.038
도봉구,31,0.039
성동구,38,0.037
동작구,42,0.028
관악구,31,0.031
강서구,33,0.035
금천구,40,0.033
구로구,30,0.041
영등포구,36,0.032
양천구,38,0.027
강남구,33,0.037
서초구,32,0.04
강동구,44,0.034
송파구,39,0.031
용산구,36,0.035
중구,42,0.031
종로구,38,0.025
서대문구,36,0.033
마포구,33,0.028
은평구,35,0.037
동대문구,31,0.033
중랑구,35,0.029
노원구,42,0.031
도봉구,37,0.04
성동구,36,0.035
광진구,25,0.029
강북구,41,0.029
성북구,33,0.037
구로구,31,0.041
강서구,34,0.034
동작구,41,0.028
금천구,38,0.033
관악구,31,0.031
영등포구,34,0.032
양천구,38,0.028
서초구,35,0.039
강동구,44,0.033
송파구,36,0.033
강남구,35,0.038
종로구,39,0.024
용산구,38,0.035
중구,42,0.032
서대문구,36,0.031
마포구,31,0.028
은평구,32,0.036
노원구,41,0.031
강북구,41,0.03
성동구,37,0.036
도봉구,33,0.04
동대문구,32,0.031
중랑구,36,0.028
광진구,38,0.03
성북구,31,0.034
양천구,39,0.027
강서구,33,0.033
금천구,39,0.029
관악구,32,0.031
동작구,39,0.028
구로구,33,0.041
영등포구,36,0.032
강남구,35,0.037
서초구,37,0.04
강동구,44,0.033
송파구,34,0.031
중구,42,0.032
종로구,38,0.024
용산구,37,0.034
은평구,33,0.037
마포구,33,0.028
서대문구,32,0.031
중랑구,34,0.029
성북구,31,0.036
강북구,39,0.031
성동구,36,0.039
광진구,34,0.032
노원구,41,0.032
동대문구,32,0.033
도봉구,31,0.041
금천구,38,0.03
양천구,39,0.028
강서구,34,0.035
동작구,41,0.029
영등포구,35,0.033
관악구,32,0.033
구로구,34,0.042
송파구,36,0.033
강남구,36,0.039
서초구,34,0.042
강동구,42,0.034
종로구,39,0.027
중구,44,0.037
용산구,39,0.039
은평구,31,0.041
서대문구,34,0.036
마포구,36,0.031
도봉구,30,0.043
성북구,33,0.04
강북구,39,0.032
중랑구,37,0.031
노원구,44,0.034
성동구,38,0.041
광진구,30,0.035
동대문구,32,0.036
영등포구,37,0.034
금천구,40,0.033
강서구,37,0.037
동작구,45,0.031
구로구,32,0.044
양천구,40,0.03
관악구,35,0.035
송파구,39,0.034
서초구,35,0.045
강동구,46,0.037
강남구,36,0.042
종로구,38,0.029
용산구,37,0.04
중구,41,0.037
은평구,34,0.042
서대문구,37,0.038
마포구,32,0.032
노원구,42,0.035
성북구,32,0.042
중랑구,36,0.035
동대문구,31,0.037
성동구,35,0.042
강북구,40,0.035
광진구,35,0.037
