측정일시,측정소명,초미세먼지(㎍/㎥),오존(ppm)
202003221300 ,서초구,11,0.049
202003221300 ,송파구,11,0.042
202003221300 ,강동구,12,0.04
202003221200 ,중구,14,0.038
202003221200 ,종로구,12,0.036
202003221200 ,용산구,14,0.043
202003221200 ,은평구,15,0.047
202003221200 ,마포구,11,0.036
202003221200 ,서대문구,8,0.047
202003221200 ,성동구,14,0.047
202003221200 ,동대문구,9,0.039
202003221200 ,광진구,9,0.035
202003221200 ,강북구,10,0.041
202003221200 ,도봉구,9,0.043
202003221200 ,노원구,12,0.034
202003221200 ,성북구,9,0.04
202003221200 ,중랑구,0,0
202003221200 ,관악구,17,0.035
202003221200 ,영등포구,13,0.038
202003221200 ,금천구,14,0.033
202003221200 ,구로구,13,0.047
202003221200 ,강서구,13,0.042
202003221200 ,양천구,13,0.036
202003221200 ,동작구,16,0.03
202003221200 ,강동구,13,0.038
202003221200 ,서초구,14,0.043
202003221200 ,송파구,15,0.039
202003221200 ,강남구,10,0.043
202003221100 ,중구,12,0.036
202003221100 ,종로구,15,0.034
202003221100 ,용산구,13,0.044
202003221100 ,마포구,15,0.03
202003221100 ,은평구,16,0.044
202003221100 ,서대문구,14,0.041
202003221100 ,성북구,12,0.036
202003221100 ,중랑구,0,0
202003221100 ,동대문구,12,0.036
202003221100 ,강북구,16,0.037
202003221100 ,성동구,15,0.042
202003221100 ,노원구,18,0.031
202003221100 ,광진구,14,0.031
202003221100 ,도봉구,14,0.038
202003221100 ,영등포구,15,0.032
202003221100 ,관악구,14,0.029
202003221100 ,양천구,14,0.031
202003221100 ,구로구,16,0.041
202003221100 ,금천구,19,0.028
202003221100 ,동작구,16,0.025
202003221100 ,강서구,13,0.035
202003221100 ,강동구,17,0.034
202003221100 ,서초구,22,0.036
202003221100 ,강남구,13,0.038
202003221100 ,송파구,14,0.033
202003221000 ,종로구,13,0.031
202003221000 ,용산구,15,0.038
202003221000 ,중구,12,0.027
202003221000 ,은평구,13,0.033
202003221000 ,서대문구,13,0.032
202003221000 ,마포구,13,0.027
202003221000 ,성북구,13,0.033
202003221000 ,도봉구,14,0.034
202003221000 ,성동구,15,0.035
202003221000 ,강북구,15,0.035
202003221000 ,광진구,18,0.026
202003221000 ,중랑구,0,0
202003221000 ,동대문구,11,0.031
202003221000 ,노원구,15,0.027
202003221000 ,영등포구,13,0.028
202003221000 ,구로구,16,0.039
202003221000 ,관악구,14,0.027
202003221000 ,금천구,17,0.025
202003221000 ,동작구,19,0.022
202003221000 ,강서구,10,0.032
202003221000 ,양천구,13,0.029
202003221000 ,강남구,14,0.032
202003221000 ,강동구,15,0.032
202003221000 ,서초구,24,0.032
202003221000 ,송파구,17,0.029
202003220900 ,종로구,10,0.028
202003220900 ,중구,16,0.027
202003220900 ,용산구,17,0.035
202003220900 ,서대문구,21,0.028
202003220900 ,마포구,12,0.024
202003220900 ,은평구,25,0.033
202003220900 ,성동구,13,0.034
202003220900 ,노원구,12,0.026
202003220900 ,동대문구,7,0.028
202003220900 ,성북구,11,0.03
202003220900 ,광진구,17,0.025
202003220900 ,도봉구,15,0.032
202003220900 ,중랑구,0,0
202003220900 ,강북구,14,0.031
202003220900 ,구로구,16,0.036
202003220900 ,관악구,14,0.022
202003220900 ,동작구,18,0.021
202003220900 ,양천구,9,0.027
202003220900 ,금천구,17,0.023
202003220900 ,강서구,13,0.029
202003220900 ,영등포구,13,0.025
202003220900 ,강남구,14,0.031
202003220900 ,서초구,21,0.028
202003220900 ,송파구,18,0.027
202003220900 ,강동구,14,0.03
202003220800 ,중구,21,0.019
202003220800 ,종로구,19,0.02
202003220800 ,용산구,20,0.018
202003220800 ,은평구,21,0.022
202003220800 ,서대문구,21,0.024
202003220800 ,마포구,14,0.021
202003220800 ,광진구,18,0.025
202003220800 ,노원구,17,0.025
202003220800 ,도봉구,14,0.03
202003220800 ,중랑구,0,0
202003220800 ,성동구,16,0.03
202003220800 ,성북구,13,0.028
202003220800 ,강북구,15,0.029
202003220800 ,동대문구,11,0.023
202003220800 ,동작구,17,0.019
202003220800 ,강서구,13,0.025
202003220800 ,금천구,16,0.021
202003220800 ,영등포구,13,0.021
202003220800 ,관악구,10,0.022
202003220800 ,양천구,14,0.024
202003220800 ,구로구,14,0.034
202003220800 ,강남구,18,0.024
202003220800 ,강동구,18,0.027
202003220800 ,서초구,25,0.026
202003220800 ,송파구,20,0.022
202003220700 ,용산구,19,0.022
202003220700 ,종로구,21,0.022
202003220700 ,중구,25,0.022
202003220700 ,마포구,18,0.019
202003220700 ,서대문구,22,0.023
202003220700 ,은평구,26,0.024
202003220700 ,광진구,21,0.021
202003220700 ,중랑구,0,0
202003220700 ,동대문구,14,0.022
202003220700 ,도봉구,21,0.028
202003220700 ,강북구,25,0.025
202003220700 ,성북구,20,0.021
202003220700 ,성동구,19,0.022
202003220700 ,노원구,23,0.026
202003220700 ,동작구,20,0.019
202003220700 ,양천구,15,0.02
202003220700 ,금천구,20,0.02
202003220700 ,강서구,13,0.026
202003220700 ,영등포구,15,0.022
202003220700 ,관악구,13,0.023
202003220700 ,구로구,16,0.031
202003220700 ,강동구,24,0.028
202003220700 ,송파구,20,0.021
202003220700 ,서초구,22,0.03
202003220700 ,강남구,22,0.024
202003220600 ,종로구,22,0.026
202003220600 ,중구,21,0.027
202003220600 ,용산구,21,0.03
202003220600 ,은평구,29,0.028
202003220600 ,마포구,16,0.024
202003220600 ,서대문구,26,0.03
202003220600 ,광진구,26,0.024
202003220600 ,도봉구,25,0.032
202003220600 ,동대문구,16,0.028
202003220600 ,강북구,25,0.029
202003220600 ,중랑구,0,0
202003220600 ,성동구,18,0.03
202003220600 ,노원구,25,0.028
202003220600 ,성북구,24,0.022
202003220600 ,동작구,20,0.023
202003220600 ,양천구,17,0.023
202003220600 ,구로구,19,0.036
202003220600 ,금천구,18,0.025
202003220600 ,관악구,13,0.027
202003220600 ,강서구,15,0.028
202003220600 ,영등포구,16,0.026
202003220600 ,서초구,24,0.036
202003220600 ,송파구,20,0.028
202003220600 ,강동구,23,0.028
202003220600 ,강남구,21,0.031
202003220500 ,종로구,25,0.03
202003220500 ,용산구,19,0.037
202003220500 ,중구,20,0.031
202003220500 ,마포구,19,0.031
202003220500 ,은평구,28,0.038
202003220500 ,서대문구,25,0.038
202003220500 ,성북구,19,0.032
202003220500 ,성동구,22,0.036
202003220500 ,동대문구,16,0.033
202003220500 ,도봉구,24,0.037
202003220500 ,중랑구,0,0
202003220500 ,강북구,26,0.031
202003220500 ,노원구,28,0.028
202003220500 ,광진구,24,0.027
202003220500 ,강서구,17,0.032
202003220500 ,양천구,18,0.028
202003220500 ,동작구,21,0.025
202003220500 ,구로구,19,0.043
202003220500 ,금천구,19,0.029
202003220500 ,영등포구,17,0.033
202003220500 ,관악구,15,0.032
202003220500 ,강남구,23,0.036
202003220500 ,서초구,30,0.042
202003220500 ,송파구,20,0.034
202003220500 ,강동구,29,0.034
202003220400 ,용산구,18,0.041
202003220400 ,종로구,25,0.032
202003220400 ,중구,23,0.035
202003220400 ,은평구,32,0.041
202003220400 ,서대문구,33,0.043
202003220400 ,마포구,15,0.035
202003220400 ,성북구,22,0.036
202003220400 ,강북구,26,0.038
202003220400 ,노원구,29,0.019
202003220400 ,동대문구,18,0.036
202003220400 ,성동구,22,0.039
202003220400 ,광진구,29,0.032
202003220400 ,도봉구,30,0.038
202003220400 ,중랑구,0,0
202003220400 ,금천구,26,0.03
202003220400 ,강서구,15,0.037
202003220400 ,관악구,19,0.034
202003220400 ,양천구,16,0.032
202003220400 ,구로구,36,0.048
202003220400 ,영등포구,14,0.038
202003220400 ,동작구,27,0.027
202003220400 ,강남구,26,0.041
202003220400 ,강동구,28,0.037
202003220400 ,송파구,22,0.037
202003220400 ,서초구,35,0.047
202003220300 ,종로구,32,0.035
202003220300 ,중구,35,0.036
202003220300 ,용산구,30,0.044
202003220300 ,은평구,41,0.044
202003220300 ,서대문구,32,0.046
202003220300 ,마포구,22,0.038
202003220300 ,성동구,27,0.037
202003220300 ,중랑구,0,0
202003220300 ,성북구,29,0.037
202003220300 ,동대문구,29,0.039
202003220300 ,광진구,42,0.031
202003220300 ,노원구,27,0.033
202003220300 ,강북구,28,0.039
202003220300 ,도봉구,29,0.042
202003220300 ,영등포구,28,0.042
202003220300 ,금천구,29,0.037
202003220300 ,양천구,27,0.034
202003220300 ,동작구,32,0.03
202003220300 ,강서구,18,0.04
202003220300 ,구로구,36,0.05
202003220300 ,관악구,23,0.038
202003220300 ,서초구,45,0.047
202003220300 ,강동구,27,0.037
202003220300 ,강남구,32,0.042
202003220300 ,송파구,22,0.039
202003220200 ,종로구,28,0.029
202003220200 ,용산구,21,0.042
202003220200 ,중구,35,0.029
202003220200 ,서대문구,44,0.04
202003220200 ,은평구,37,0.042
202003220200 ,마포구,30,0.034
202003220200 ,강북구,31,0.037
202003220200 ,광진구,36,0.034
202003220200 ,동대문구,23,0.031
202003220200 ,노원구,25,0.038
202003220200 ,성북구,28,0.034
202003220200 ,성동구,21,0.038
202003220200 ,도봉구,35,0.037
202003220200 ,중랑구,0,0
202003220200 ,금천구,26,0.037
202003220200 ,관악구,22,0.038
202003220200 ,강서구,30,0.04
202003220200 ,영등포구,26,0.041
202003220200 ,양천구,35,0.035
202003220200 ,구로구,38,0.052
202003220200 ,동작구,28,0.03
202003220200 ,송파구,21,0.041
202003220200 ,강동구,23,0.041
202003220200 ,서초구,46,0.049
202003220200 ,강남구,26,0.044
202003220100 ,용산구,21,0.048
202003220100 ,중구,32,0.033
202003220100 ,종로구,25,0.031
202003220100 ,은평구,34,0.033
202003220100 ,서대문구,38,0.036
202003220100 ,마포구,23,0.035
202003220100 ,노원구,24,0.032
202003220100 ,강북구,28,0.032
202003220100 ,중랑구,0,0
202003220100 ,동대문구,20,0.035
202003220100 ,도봉구,30,0.035
202003220100 ,광진구,36,0.037
202003220100 ,성동구,22,0.043
202003220100 ,성북구,27,0.029
202003220100 ,강서구,30,0.038
202003220100 ,동작구,26,0.031
202003220100 ,구로구,33,0.052
202003220100 ,관악구,20,0.04
202003220100 ,금천구,25,0.036
202003220100 ,양천구,30,0.034
202003220100 ,영등포구,23,0.043
202003220100 ,송파구,21,0.042
202003220100 ,강남구,26,0.046
202003220100 ,서초구,37,0.052
202003220100 ,강동구,30,0.043
202003220000 ,용산구,22,0.044
202003220000 ,종로구,24,0.03
202003220000 ,중구,28,0.032
202003220000 ,마포구,23,0.035
202003220000 ,은평구,27,0.032
202003220000 ,서대문구,34,0.035
202003220000 ,강북구,28,0.034
202003220000 ,동대문구,19,0.035
202003220000 ,성동구,21,0.044
202003220000 ,광진구,30,0.035
202003220000 ,도봉구,25,0.036
202003220000 ,노원구,23,0.032
202003220000 ,중랑구,0,0
202003220000 ,성북구,27,0.032
202003220000 ,동작구,24,0.032
202003220000 ,구로구,31,0.054
202003220000 ,금천구,20,0.037
202003220000 ,강서구,25,0.04
202003220000 ,영등포구,21,0.042
202003220000 ,관악구,21,0.041
202003220000 ,양천구,29,0.033
202003220000 ,강남구,23,0.049
202003220000 ,강동구,22,0.043
202003220000 ,송파구,20,0.044
202003220000 ,서초구,0,0.054
202003212300 ,종로구,23,0.029
202003212300 ,중구,24,0.03
202003212300 ,용산구,20,0.045
202003212300 ,마포구,21,0.031
202003212300 ,은평구,26,0.039
202003212300 ,서대문구,27,0.042
202003212300 ,성동구,16,0.046
202003212300 ,중랑구,0,0
202003212300 ,성북구,22,0.036
202003212300 ,노원구,23,0.032
202003212300 ,동대문구,16,0.034
202003212300 ,광진구,28,0.036
202003212300 ,강북구,27,0.031
202003212300 ,도봉구,25,0.038
202003212300 ,강서구,22,0.036
202003212300 ,금천구,21,0.035
202003212300 ,구로구,31,0.046
202003212300 ,관악구,21,0.039
202003212300 ,영등포구,23,0.038
202003212300 ,동작구,21,0.033
202003212300 ,양천구,24,0.031
202003212300 ,강동구,23,0.044
202003212300 ,서초구,37,0.054
202003212300 ,송파구,20,0.044
202003212300 ,강남구,22,0.048
202003212200 ,종로구,19,0.032
202003212200 ,중구,20,0.034
202003212200 ,용산구,18,0.039
202003212200 ,마포구,16,0.032
202003212200 ,은평구,29,0.041
202003212200 ,서대문구,24,0.044
202003212200 ,강북구,26,0.033
202003212200 ,광진구,21,0.031
202003212200 ,중랑구,0,0
202003212200 ,도봉구,24,0.043
202003212200 ,성동구,17,0.04
202003212200 ,동대문구,14,0.04
202003212200 ,성북구,22,0.039
202003212200 ,노원구,21,0.034
202003212200 ,관악구,21,0.034
202003212200 ,양천구,21,0.027
202003212200 ,구로구,26,0.039
202003212200 ,강서구,19,0.038
202003212200 ,금천구,20,0.031
202003212200 ,동작구,19,0.033
202003212200 ,영등포구,16,0.032
202003212200 ,서초구,33,0.052
202003212200 ,강동구,20,0.037
202003212200 ,강남구,20,0.044
202003212200 ,송파구,17,0.04
202003212100 ,종로구,20,0.034
202003212100 ,용산구,17,0.045
202003212100 ,중구,18,0.037
202003212100 ,서대문구,27,0.041
202003212100 ,은평구,24,0.045
202003212100 ,마포구,15,0.036
202003212100 ,중랑구,0,0
202003212100 ,강북구,26,0.04
202003212100 ,광진구,24,0.033
202003212100 ,노원구,24,0.038
202003212100 ,동대문구,13,0.042
202003212100 ,도봉구,25,0.05
202003212100 ,성북구,20,0.04
202003212100 ,성동구,20,0.041
202003212100 ,강서구,17,0.041
202003212100 ,금천구,19,0.029
202003212100 ,관악구,20,0.03
202003212100 ,영등포구,15,0.043
202003212100 ,구로구,26,0.044
202003212100 ,동작구,19,0.028
202003212100 ,양천구,19,0.035
202003212100 ,강남구,22,0.041
202003212100 ,송파구,20,0.031
202003212100 ,서초구,30,0.042
202003212100 ,강동구,26,0.036
202003212000 ,종로구,19,0.036
202003212000 ,용산구,17,0.039
202003212000 ,중구,20,0.037
202003212000 ,서대문구,21,0.049
202003212000 ,은평구,23,0.049
202003212000 ,마포구,17,0.035
202003212000 ,성동구,21,0.04
202003212000 ,광진구,23,0.032
202003212000 ,노원구,26,0.037
202003212000 ,성북구,27,0.041
202003212000 ,강북구,28,0.047
202003212000 ,중랑구,0,0
202003212000 ,동대문구,14,0.043
202003212000 ,도봉구,21,0.047
202003212000 ,관악구,19,0.038
202003212000 ,영등포구,16,0.04
202003212000 ,강서구,19,0.044
202003212000 ,구로구,25,0.046
202003212000 ,금천구,20,0.032
202003212000 ,동작구,22,0.03
202003212000 ,양천구,20,0.035
202003212000 ,송파구,21,0.03
202003212000 ,강동구,24,0.038
202003212000 ,강남구,23,0.038
202003212000 ,서초구,32,0.043
202003211900 ,용산구,19,0.048
202003211900 ,중구,25,0.038
202003211900 ,종로구,26,0.036
202003211900 ,은평구,30,0.051
202003211900 ,마포구,21,0.033
202003211900 ,서대문구,25,0.049
202003211900 ,중랑구,0,0
202003211900 ,동대문구,19,0.041
202003211900 ,노원구,32,0.039
202003211900 ,성북구,27,0.042
202003211900 ,성동구,26,0.052
202003211900 ,광진구,27,0.043
202003211900 ,도봉구,27,0.049
202003211900 ,강북구,34,0.044
202003211900 ,영등포구,27,0.038
202003211900 ,금천구,23,0.034
202003211900 ,강서구,22,0.039
202003211900 ,동작구,24,0.031
202003211900 ,관악구,23,0.04
202003211900 ,구로구,27,0.053
202003211900 ,양천구,28,0.032
202003211900 ,강남구,23,0.049
202003211900 ,송파구,18,0.043
202003211900 ,서초구,31,0.051
202003211900 ,강동구,32,0.049
202003211800 ,중구,26,0.047
202003211800 ,용산구,21,0.06
202003211800 ,종로구,28,0.044
202003211800 ,마포구,24,0.038
202003211800 ,은평구,31,0.051
202003211800 ,서대문구,28,0.05
202003211800 ,성북구,28,0.053
202003211800 ,노원구,32,0.049
202003211800 ,광진구,26,0.042
202003211800 ,도봉구,25,0.062
202003211800 ,동대문구,22,0.053
202003211800 ,성동구,26,0.055
202003211800 ,중랑구,0,0
202003211800 ,강북구,36,0.051
202003211800 ,영등포구,23,0.046
202003211800 ,관악구,23,0.05
202003211800 ,양천구,28,0.037
202003211800 ,구로구,28,0.062
202003211800 ,강서구,25,0.043
202003211800 ,동작구,26,0.036
202003211800 ,금천구,22,0.038
202003211800 ,송파구,23,0.047
202003211800 ,강동구,30,0.048
202003211800 ,서초구,36,0.063
202003211800 ,강남구,27,0.053
202003211700 ,중구,33,0.048
202003211700 ,종로구,37,0.044
202003211700 ,용산구,30,0.057
202003211700 ,은평구,37,0.067
202003211700 ,마포구,26,0.048
202003211700 ,서대문구,32,0.064
202003211700 ,광진구,40,0.044
202003211700 ,성북구,41,0.052
202003211700 ,중랑구,0,0
202003211700 ,동대문구,29,0.052
202003211700 ,도봉구,33,0.061
202003211700 ,강북구,38,0.051
202003211700 ,성동구,34,0.059
202003211700 ,노원구,30,0.045
202003211700 ,금천구,24,0.038
202003211700 ,동작구,29,0.037
202003211700 ,강서구,27,0.055
202003211700 ,구로구,28,0.065
202003211700 ,관악구,28,0.049
202003211700 ,영등포구,30,0.055
202003211700 ,양천구,28,0.046
202003211700 ,강동구,34,0.051
202003211700 ,강남구,33,0.056
202003211700 ,서초구,36,0.061
202003211700 ,송파구,29,0.054
202003211600 ,중구,33,0.05
202003211600 ,종로구,29,0.045
202003211600 ,용산구,29,0.061
202003211600 ,은평구,36,0.064
202003211600 ,서대문구,39,0.061
202003211600 ,마포구,29,0.051
202003211600 ,중랑구,0,0
202003211600 ,노원구,28,0.044
202003211600 ,강북구,37,0.049
202003211600 ,광진구,34,0.043
202003211600 ,동대문구,25,0.054
202003211600 ,성북구,33,0.051
202003211600 ,도봉구,33,0.057
202003211600 ,성동구,29,0.063
202003211600 ,금천구,24,0.043
202003211600 ,양천구,28,0.048
202003211600 ,구로구,37,0.066
202003211600 ,강서구,28,0.059
202003211600 ,영등포구,29,0.057
202003211600 ,동작구,31,0.039
202003211600 ,관악구,28,0.054
202003211600 ,송파구,27,0.055
202003211600 ,강동구,29,0.051
202003211600 ,서초구,45,0.062
202003211600 ,강남구,29,0.055
202003211500 ,중구,28,0.043
202003211500 ,용산구,26,0.056
202003211500 ,종로구,28,0.041
202003211500 ,서대문구,38,0.058
202003211500 ,마포구,29,0.047
202003211500 ,은평구,34,0.059
202003211500 ,성북구,33,0.046
202003211500 ,중랑구,0,0
202003211500 ,동대문구,21,0.05
202003211500 ,성동구,30,0.058
202003211500 ,강북구,30,0.045
202003211500 ,도봉구,28,0.051
202003211500 ,광진구,30,0.04
202003211500 ,노원구,27,0.042
202003211500 ,양천구,33,0.045
202003211500 ,강서구,32,0.055
202003211500 ,관악구,33,0.053
202003211500 ,동작구,29,0.038
202003211500 ,구로구,37,0.066
202003211500 ,금천구,29,0.045
202003211500 ,영등포구,30,0.055
202003211500 ,서초구,42,0.058
202003211500 ,송파구,29,0.048
202003211500 ,강동구,29,0.049
202003211500 ,강남구,27,0.05
202003211400 ,종로구,23,0.038
202003211400 ,용산구,21,0.053
202003211400 ,중구,27,0.04
202003211400 ,은평구,29,0.053
202003211400 ,서대문구,32,0.051
202003211400 ,마포구,24,0.043
202003211400 ,광진구,23,0.037
202003211400 ,강북구,28,0.043
202003211400 ,성북구,28,0.043
202003211400 ,노원구,21,0.039
202003211400 ,도봉구,27,0.049
202003211400 ,중랑구,0,0
202003211400 ,성동구,23,0.055
202003211400 ,동대문구,19,0.046
202003211400 ,양천구,29,0.042
202003211400 ,구로구,38,0.06
202003211400 ,금천구,24,0.041
202003211400 ,동작구,23,0.034
202003211400 ,영등포구,27,0.049
202003211400 ,관악구,26,0.046
202003211400 ,강서구,29,0.051
202003211400 ,강남구,23,0.052
202003211400 ,서초구,36,0.054
202003211400 ,강동구,19,0.042
202003211400 ,송파구,22,0.046
202003211300 ,종로구,18,0.036
202003211300 ,용산구,19,0.049
202003211300 ,중구,24,0.037
202003211300 ,마포구,21,0.039
202003211300 ,서대문구,25,0.047
202003211300 ,은평구,24,0.048
202003211300 ,중랑구,0,0
202003211300 ,강북구,23,0.041
202003211300 ,동대문구,16,0.042
202003211300 ,성동구,17,0.046
202003211300 ,성북구,24,0.04
202003211300 ,도봉구,26,0.042
202003211300 ,노원구,21,0.033
202003211300 ,광진구,18,0.03
202003211300 ,관악구,25,0.041
202003211300 ,구로구,29,0.052
202003211300 ,강서구,22,0.044
202003211300 ,영등포구,22,0.043
202003211300 ,양천구,27,0.037
202003211300 ,동작구,19,0.033
202003211300 ,금천구,25,0.036
202003211300 ,서초구,29,0.052
202003211300 ,강동구,21,0.037
202003211300 ,강남구,19,0.038
202003211300 ,송파구,22,0.041
202003211200 ,종로구,13,0.03
202003211200 ,중구,18,0.037
202003211200 ,용산구,17,0.041
202003211200 ,은평구,19,0.045
202003211200 ,마포구,16,0.038
202003211200 ,서대문구,20,0.044
202003211200 ,도봉구,17,0.036
202003211200 ,성북구,21,0.033
202003211200 ,강북구,18,0.034
202003211200 ,중랑구,0,0
202003211200 ,노원구,13,0.029
202003211200 ,성동구,15,0.039
202003211200 ,광진구,18,0.032
202003211200 ,동대문구,11,0.033
202003211200 ,금천구,18,0.034
202003211200 ,영등포구,17,0.041
202003211200 ,양천구,15,0.035
202003211200 ,동작구,14,0.032
202003211200 ,관악구,18,0.041
202003211200 ,강서구,17,0.043
202003211200 ,구로구,25,0.05
202003211200 ,강동구,13,0.037
202003211200 ,서초구,22,0.047
202003211200 ,송파구,17,0.036
202003211200 ,강남구,14,0.034
202003211100 ,용산구,14,0.036
202003211100 ,중구,16,0.027
202003211100 ,종로구,12,0.027
202003211100 ,마포구,12,0.033
202003211100 ,은평구,16,0.04
202003211100 ,서대문구,19,0.04
202003211100 ,도봉구,15,0.023
202003211100 ,성북구,0,0
202003211100 ,강북구,16,0.025
202003211100 ,광진구,17,0.025
202003211100 ,노원구,12,0.02
202003211100 ,동대문구,9,0.03
202003211100 ,중랑구,0,0
202003211100 ,성동구,13,0.037
202003211100 ,양천구,11,0.027
202003211100 ,영등포구,11,0.035
202003211100 ,금천구,16,0.031
202003211100 ,강서구,12,0.03
202003211100 ,동작구,14,0.028
202003211100 ,구로구,20,0.043
202003211100 ,관악구,14,0.038
202003211100 ,강남구,12,0.031
202003211100 ,서초구,0,0.046
202003211100 ,강동구,14,0.035
202003211100 ,송파구,12,0.033
202003211000 ,용산구,12,0.025
202003211000 ,중구,12,0.024
202003211000 ,종로구,11,0.022
202003211000 ,마포구,10,0.026
202003211000 ,서대문구,15,0.034
202003211000 ,은평구,11,0.033
202003211000 ,광진구,6,0.012
202003211000 ,성동구,12,0.026
202003211000 ,노원구,11,0.017
202003211000 ,도봉구,12,0.013
202003211000 ,중랑구,0,0
202003211000 ,강북구,13,0.014
202003211000 ,동대문구,8,0.02
202003211000 ,성북구,0,0
202003211000 ,동작구,12,0.02
202003211000 ,영등포구,10,0.028
202003211000 ,양천구,12,0.022
202003211000 ,관악구,11,0.028
202003211000 ,금천구,12,0.023
202003211000 ,구로구,13,0.034
202003211000 ,강서구,11,0.03
202003211000 ,강동구,13,0.027
202003211000 ,강남구,12,0.026
202003211000 ,서초구,15,0.037
202003211000 ,송파구,12,0.026
202003210900 ,용산구,11,0.028
202003210900 ,종로구,10,0.022
202003210900 ,중구,10,0.02
202003210900 ,마포구,9,0.021
202003210900 ,서대문구,18,0.034
202003210900 ,은평구,11,0.027
202003210900 ,중랑구,0,0
202003210900 ,광진구,7,0.004
202003210900 ,동대문구,10,0.013
202003210900 ,성북구,8,0.004
202003210900 ,도봉구,12,0.01
202003210900 ,성동구,12,0.02
202003210900 ,노원구,9,0.017
202003210900 ,강북구,12,0.013
202003210900 ,금천구,13,0.023
202003210900 ,구로구,13,0.03
202003210900 ,강서구,13,0.024
202003210900 ,동작구,12,0.021
202003210900 ,양천구,10,0.021
202003210900 ,영등포구,9,0.024
202003210900 ,관악구,9,0.029
202003210900 ,서초구,15,0.036
202003210900 ,송파구,12,0.024
202003210900 ,강남구,12,0.021
202003210900 ,강동구,13,0.003
202003210800 ,종로구,11,0.02
202003210800 ,용산구,10,0.023
202003210800 ,중구,11,0.023
202003210800 ,서대문구,10,0.033
202003210800 ,은평구,7,0.024
202003210800 ,마포구,8,0.021
202003210800 ,성동구,10,0.021
202003210800 ,중랑구,0,0
202003210800 ,도봉구,8,0.008
202003210800 ,성북구,10,0.003
202003210800 ,노원구,17,0.007
202003210800 ,광진구,11,0.003
202003210800 ,동대문구,8,0.008
202003210800 ,강북구,12,0.013
202003210800 ,강서구,10,0.025
202003210800 ,양천구,10,0.026
202003210800 ,관악구,8,0.03
202003210800 ,동작구,11,0.022
202003210800 ,영등포구,8,0.026
202003210800 ,금천구,11,0.024
202003210800 ,구로구,13,0.029
202003210800 ,강동구,13,0.002
202003210800 ,서초구,13,0.036
202003210800 ,강남구,11,0.023
202003210800 ,송파구,10,0.02
202003210700 ,중구,11,0.018
202003210700 ,종로구,12,0.014
202003210700 ,용산구,8,0.025
202003210700 ,서대문구,12,0.026
202003210700 ,은평구,6,0.028
202003210700 ,마포구,9,0.023
202003210700 ,도봉구,10,0.008
202003210700 ,성북구,10,0.002
202003210700 ,강북구,10,0.011
202003210700 ,광진구,8,0.008
202003210700 ,성동구,10,0.02
202003210700 ,중랑구,0,0
202003210700 ,동대문구,7,0.008
202003210700 ,노원구,12,0.02
202003210700 ,금천구,12,0.028
202003210700 ,구로구,12,0.036
202003210700 ,양천구,9,0.025
202003210700 ,관악구,8,0.035
202003210700 ,영등포구,7,0.027
202003210700 ,강서구,7,0.027
202003210700 ,동작구,12,0.025
202003210700 ,송파구,12,0.022
202003210700 ,강동구,14,0.002
202003210700 ,서초구,12,0.038
202003210700 ,강남구,13,0.026
202003210600 ,종로구,10,0.019
202003210600 ,중구,9,0.02
202003210600 ,용산구,10,0.023
202003210600 ,은평구,7,0.035
202003210600 ,마포구,6,0.031
202003210600 ,서대문구,7,0.039
202003210600 ,강북구,11,0.012
202003210600 ,광진구,10,0.007
202003210600 ,동대문구,6,0.014
202003210600 ,성북구,10,0.004
202003210600 ,도봉구,8,0.018
202003210600 ,성동구,9,0.019
202003210600 ,노원구,10,0.024
202003210600 ,중랑구,0,0
202003210600 ,관악구,6,0.037
202003210600 ,양천구,9,0.025
202003210600 ,금천구,12,0.03
202003210600 ,영등포구,7,0.032
202003210600 ,구로구,11,0.041
202003210600 ,강서구,8,0.032
202003210600 ,동작구,10,0.022
202003210600 ,강동구,11,0.003
202003210600 ,서초구,12,0.042
202003210600 ,강남구,10,0.011
202003210600 ,송파구,10,0.02
202003210500 ,용산구,7,0.021
202003210500 ,종로구,9,0.023
202003210500 ,중구,9,0.03
202003210500 ,서대문구,9,0.045
202003210500 ,마포구,7,0.032
202003210500 ,은평구,8,0.045
202003210500 ,중랑구,0,0
202003210500 ,성북구,10,0.017
202003210500 ,도봉구,7,0.021
202003210500 ,강북구,12,0.017
202003210500 ,성동구,12,0.017
202003210500 ,노원구,10,0.023
202003210500 ,광진구,7,0.012
202003210500 ,동대문구,5,0.019
202003210500 ,동작구,8,0.021
202003210500 ,관악구,7,0.038
202003210500 ,영등포구,8,0.036
202003210500 ,강서구,10,0.035
202003210500 ,양천구,9,0.029
202003210500 ,금천구,9,0.034
202003210500 ,구로구,10,0.044
202003210500 ,송파구,5,0.02
202003210500 ,서초구,10,0.04
202003210500 ,강동구,12,0.003
202003210500 ,강남구,11,0.014
202003210400 ,종로구,8,0.021
202003210400 ,용산구,9,0.033
202003210400 ,중구,7,0.033
202003210400 ,마포구,6,0.032
202003210400 ,은평구,6,0.042
202003210400 ,서대문구,9,0.034
202003210400 ,동대문구,4,0.028
202003210400 ,도봉구,8,0.022
202003210400 ,노원구,9,0.02
202003210400 ,강북구,10,0.016
202003210400 ,성동구,8,0.018
202003210400 ,광진구,6,0.01
202003210400 ,성북구,8,0.016
202003210400 ,중랑구,0,0
202003210400 ,관악구,7,0.037
