date,usd,usd_rate
2009-10-01,1174.3,-0.0019
2009-10-02,1183.5,0.0078
2009-10-05,1166,-0.0148
2009-10-06,1166.3,0.0003
2009-10-07,1168,0.0015
2009-10-08,1164.5,-0.003
2009-10-09,1164.8,0.0003
2009-10-12,1167.9,0.0027
2009-10-13,1167,-0.0008
2009-10-14,1158.5,-0.0073
2009-10-15,1158,-0.0004
2009-10-16,1167.1,0.0079
2009-10-19,1168.07,0.0008
2009-10-20,1164.72,-0.0029
2009-10-21,1177.4,0.0109
2009-10-22,1189.5,0.0103
2009-10-23,1189.15,-0.0003
2009-10-26,1180.9,-0.0069
2009-10-27,1190.5,0.0081
2009-10-28,1185.65,-0.0041
2009-10-29,1185.7,0
2009-10-30,1186.6,0.0008
2009-11-02,1186.5,-0.0001
2009-11-03,1191.6,0.0043
2009-11-04,1173.4,-0.0153
2009-11-05,1175.8,0.002
2009-11-06,1168.1,-0.0065
2009-11-09,1155.1,-0.0111
2009-11-10,1158.2,0.0027
2009-11-11,1157,-0.001
2009-11-12,1161,0.0035
2009-11-13,1156.8,-0.0036
2009-11-16,1150.5,-0.0054
2009-11-17,1155.1,0.004
2009-11-18,1154,-0.001
2009-11-19,1162.5,0.0074
2009-11-20,1158.9,-0.0031
2009-11-23,1152.25,-0.0057
2009-11-24,1154.95,0.0023
2009-11-25,1154,-0.0008
2009-11-26,1159.35,0.0046
2009-11-27,1175,0.0135
2009-11-30,1163.4,-0.0099
2009-12-01,1156,-0.0064
2009-12-02,1153,-0.0026
2009-12-03,1150.5,-0.0022
2009-12-04,1151.5,0.0009
2009-12-07,1157.5,0.0052
2009-12-08,1156.22,-0.0011
2009-12-09,1160.5,0.0037
2009-12-10,1165.5,0.0043
2009-12-11,1164,-0.0013
2009-12-14,1160.5,-0.003
2009-12-15,1159.39,-0.001
2009-12-16,1165.3,0.0051
2009-12-17,1175.88,0.0091
2009-12-18,1174.18,-0.0014
2009-12-21,1185.65,0.0098
2009-12-22,1180.5,-0.0043
2009-12-23,1177.5,-0.0025
2009-12-24,1175.07,-0.0021
2009-12-25,1175.07,0
2009-12-28,1169.5,-0.0047
2009-12-29,1167,-0.0021
2009-12-30,1167.25,0.0002
2009-12-31,1166.08,-0.001
2010-01-01,1166.08,0
2010-01-04,1150,-0.0138
2010-01-05,1140.2,-0.0085
2010-01-06,1129.2,-0.0096
2010-01-07,1138.2,0.008
2010-01-08,1128.25,-0.0087
2010-01-11,1120.5,-0.0069
2010-01-12,1120.75,0.0002
2010-01-13,1123,0.002
2010-01-14,1123,0
2010-01-15,1123.5,0.0004
2010-01-18,1124.6,0.001
2010-01-19,1130.3,0.0051
2010-01-20,1144.3,0.0124
2010-01-21,1145,0.0006
2010-01-22,1154,0.0079
2010-01-25,1147,-0.0061
2010-01-26,1157.5,0.0092
2010-01-27,1161.3,0.0033
2010-01-28,1150.3,-0.0095
2010-01-29,1158.9,0.0075
2010-02-01,1166.25,0.0063
2010-02-02,1160,-0.0054
2010-02-03,1148.7,-0.0097
2010-02-04,1146.9,-0.0016
2010-02-05,1169.95,0.0201
2010-02-08,1172.45,0.0021
2010-02-09,1156.95,-0.0132
2010-02-10,1162,0.0044
2010-02-11,1153.2,-0.0076
2010-02-12,1152.5,-0.0006
2010-02-15,1147.3,-0.0045
2010-02-16,1147,-0.0003
2010-02-17,1144.5,-0.0022
2010-02-18,1145.7,0.001
2010-02-19,1152.7,0.0061
2010-02-22,1149.5,-0.0028
2010-02-23,1158.2,0.0076
2010-02-24,1156.75,-0.0013
2010-02-25,1164.2,0.0064
2010-02-26,1160,-0.0036
2010-03-01,1154,-0.0052
2010-03-02,1145,-0.0078
2010-03-03,1142.25,-0.0024
2010-03-04,1144,0.0015
2010-03-05,1140.5,-0.0031
2010-03-08,1132.5,-0.007
2010-03-09,1135.16,0.0023
2010-03-10,1129.57,-0.0049
2010-03-11,1132.6,0.0027
2010-03-12,1129.04,-0.0031
2010-03-15,1134.7,0.005
2010-03-16,1134.5,-0.0002
2010-03-17,1128.8,-0.005
2010-03-18,1134.6,0.0051
2010-03-19,1133.59,-0.0009
2010-03-22,1135.7,0.0019
2010-03-23,1136.5,0.0007
2010-03-24,1138,0.0013
2010-03-25,1142.5,0.004
2010-03-26,1139,-0.0031
2010-03-29,1135.5,-0.0031
2010-03-30,1131.7,-0.0033
2010-03-31,1132.8,0.001
2010-04-01,1126.35,-0.0057
2010-04-02,1126,-0.0003
2010-04-05,1123,-0.0027
2010-04-06,1124.55,0.0014
2010-04-07,1122.55,-0.0018
2010-04-08,1123.5,0.0008
2010-04-09,1117.5,-0.0053
2010-04-12,1115.55,-0.0017
2010-04-13,1123.9,0.0075
2010-04-14,1111.75,-0.0108
2010-04-15,1109.75,-0.0018
2010-04-16,1110.5,0.0007
2010-04-19,1118.4,0.0071
2010-04-20,1117.95,-0.0004
2010-04-21,1107.75,-0.0091
2010-04-22,1108.4,0.0006
2010-04-23,1108.95,0.0005
2010-04-26,1104.45,-0.0041
2010-04-27,1110.5,0.0055
2010-04-28,1119,0.0077
2010-04-29,1114.95,-0.0036
2010-04-30,1108.5,-0.0058
2010-05-03,1118.55,0.0091
2010-05-04,1115.5,-0.0027
2010-05-05,1115.5,0
2010-05-06,1141.15,0.023
2010-05-07,1155.45,0.0125
2010-05-10,1132.05,-0.0203
2010-05-11,1134.75,0.0024
2010-05-12,1135.05,0.0003
2010-05-13,1130.5,-0.004
2010-05-14,1131,0.0004
2010-05-17,1153.25,0.0197
2010-05-18,1146.5,-0.0059
2010-05-19,1164.9,0.016
2010-05-20,1194.25,0.0252
2010-05-21,1194,-0.0002
2010-05-24,1214.65,0.0173
2010-05-25,1251.5,0.0303
2010-05-26,1253.5,0.0016
2010-05-27,1223.95,-0.0236
2010-05-28,1195,-0.0237
2010-05-31,1202.12,0.006
2010-06-01,1216.5,0.012
2010-06-02,1217,0.0004
2010-06-03,1199,-0.0148
2010-06-04,1201.7,0.0023
2010-06-07,1235.61,0.0282
2010-06-08,1233.99,-0.0013
2010-06-09,1247.8,0.0112
2010-06-10,1250.9,0.0025
2010-06-11,1246.15,-0.0038
2010-06-14,1221.3,-0.0199
2010-06-15,1229.5,0.0067
2010-06-16,1211.5,-0.0146
2010-06-17,1212.9,0.0012
2010-06-18,1206.66,-0.0051
2010-06-21,1177.05,-0.0245
2010-06-22,1184,0.0059
2010-06-23,1188,0.0034
2010-06-24,1189,0.0008
2010-06-25,1215.75,0.0225
2010-06-28,1203.85,-0.0098
2010-06-29,1217.85,0.0116
2010-06-30,1223.25,0.0044
2010-07-01,1228,0.0039
2010-07-02,1229.8,0.0015
2010-07-05,1223.3,-0.0053
2010-07-06,1222.5,-0.0007
2010-07-07,1221.3,-0.001
2010-07-08,1209,-0.0101
2010-07-09,1198,-0.0091
2010-07-12,1204.35,0.0053
2010-07-13,1213,0.0072
2010-07-14,1202.55,-0.0086
2010-07-15,1202.5,0
2010-07-16,1203.5,0.0008
2010-07-19,1214.95,0.0095
2010-07-20,1207.4,-0.0062
2010-07-21,1204.38,-0.0025
2010-07-22,1204,-0.0003
2010-07-23,1198.88,-0.0043
2010-07-26,1191.15,-0.0064
2010-07-27,1182.95,-0.0069
2010-07-28,1186,0.0026
2010-07-29,1186.35,0.0003
2010-07-30,1182.75,-0.003
2010-08-02,1173.5,-0.0078
2010-08-03,1168.2,-0.0045
2010-08-04,1167.5,-0.0006
2010-08-05,1167.25,-0.0002
2010-08-06,1161.5,-0.0049
2010-08-09,1160.5,-0.0009
2010-08-10,1168.75,0.0071
2010-08-11,1182.5,0.0118
2010-08-12,1186.5,0.0034
2010-08-13,1183.85,-0.0022
2010-08-16,1187.25,0.0029
2010-08-17,1176.2,-0.0093
2010-08-18,1174.15,-0.0017
2010-08-19,1173.12,-0.0009
2010-08-20,1184.16,0.0094
2010-08-23,1182.32,-0.0016
2010-08-24,1192.5,0.0086
2010-08-25,1197.12,0.0039
2010-08-26,1191.07,-0.0051
2010-08-27,1196.07,0.0042
2010-08-30,1192.5,-0.003
2010-08-31,1199,0.0055
2010-09-01,1184.5,-0.0121
2010-09-02,1180,-0.0038
2010-09-03,1174,-0.0051
2010-09-06,1172.12,-0.0016
2010-09-07,1178,0.005
2010-09-08,1172.25,-0.0049
2010-09-09,1167.72,-0.0039
2010-09-10,1165.82,-0.0016
2010-09-13,1160,-0.005
2010-09-14,1160.25,0.0002
2010-09-15,1159.3,-0.0008
2010-09-16,1162.8,0.003
2010-09-17,1160.97,-0.0016
2010-09-20,1162.5,0.0013
2010-09-21,1160.5,-0.0017
2010-09-22,1150.12,-0.0089
2010-09-23,1151.37,0.0011
2010-09-24,1155.16,0.0033
2010-09-27,1146.5,-0.0075
2010-09-28,1146,-0.0004
2010-09-29,1139.5,-0.0057
2010-09-30,1140.25,0.0007
2010-10-01,1131,-0.0081
2010-10-04,1122.5,-0.0075
2010-10-05,1123.5,0.0009
2010-10-06,1118.37,-0.0046
2010-10-07,1116.5,-0.0017
2010-10-08,1121.5,0.0045
2010-10-11,1117.65,-0.0034
2010-10-12,1131.12,0.0121
2010-10-13,1119.5,-0.0103
2010-10-14,1112.5,-0.0063
2010-10-15,1111.25,-0.0011
2010-10-18,1117.5,0.0056
2010-10-19,1127.55,0.009
2010-10-20,1122.5,-0.0045
2010-10-21,1129.25,0.006
2010-10-22,1126.3,-0.0026
2010-10-25,1115.85,-0.0093
2010-10-26,1125.5,0.0086
2010-10-27,1132.5,0.0062
2010-10-28,1123.75,-0.0077
2010-10-29,1124.5,0.0007
2010-11-01,1118.59,-0.0053
2010-11-02,1111.5,-0.0063
2010-11-03,1108.64,-0.0026
2010-11-04,1107.51,-0.001
2010-11-05,1108.1,0.0005
2010-11-08,1116,0.0071
2010-11-09,1117,0.0009
2010-11-10,1110.6,-0.0057
2010-11-11,1111.5,0.0008
2010-11-12,1127.45,0.0143
2010-11-15,1135.5,0.0071
2010-11-16,1130.8,-0.0041
2010-11-17,1142.5,0.0103
2010-11-18,1130.9,-0.0102
2010-11-19,1132.15,0.0011
2010-11-22,1127,-0.0045
2010-11-23,1164.5,0.0333
2010-11-24,1147.95,-0.0142
2010-11-25,1142.15,-0.0051
2010-11-26,1155.95,0.0121
2010-11-29,1165.5,0.0083
2010-11-30,1158,-0.0064
2010-12-01,1150,-0.0069
2010-12-02,1150,0
2010-12-03,1137.75,-0.0107
2010-12-06,1138.45,0.0006
2010-12-07,1132.5,-0.0052
2010-12-08,1143,0.0093
2010-12-09,1139,-0.0035
2010-12-10,1143.5,0.004
2010-12-13,1145.9,0.0021
2010-12-14,1139.25,-0.0058
2010-12-15,1155.25,0.014
2010-12-16,1155.25,0
2010-12-17,1156.05,0.0007
2010-12-20,1155.1,-0.0008
2010-12-21,1156.15,0.0009
2010-12-22,1154.3,-0.0016
2010-12-23,1152.3,-0.0017
2010-12-24,1150.95,-0.0012
2010-12-27,1149.1,-0.0016
2010-12-28,1144.5,-0.004
2010-12-29,1146.5,0.0017
2010-12-30,1130.95,-0.0136
2010-12-31,1121.25,-0.0086
2011-01-03,1124.65,0.003
2011-01-04,1125.5,0.0008
2011-01-05,1123.5,-0.0018
2011-01-06,1123.2,-0.0003
2011-01-07,1122.2,-0.0009
2011-01-10,1127.5,0.0047
2011-01-11,1126,-0.0013
2011-01-12,1111.5,-0.0129
2011-01-13,1112.5,0.0009
2011-01-14,1115.05,0.0023
2011-01-17,1115.5,0.0004
2011-01-18,1113,-0.0022
2011-01-19,1112.6,-0.0004
2011-01-20,1124.5,0.0107
2011-01-21,1118.5,-0.0053
2011-01-24,1118.5,0
2011-01-25,1121,0.0022
2011-01-26,1116.5,-0.004
2011-01-27,1114.45,-0.0018
2011-01-28,1115.95,0.0013
2011-01-31,1119.88,0.0035
2011-02-01,1113.95,-0.0053
2011-02-02,1113.95,0
2011-02-03,1113.95,0
2011-02-04,1113.95,0
2011-02-07,1103.5,-0.0094
2011-02-08,1101,-0.0023
2011-02-09,1110.65,0.0088
2011-02-10,1119,0.0075
2011-02-11,1126.65,0.0068
2011-02-14,1124,-0.0024
2011-02-15,1123.8,-0.0002
2011-02-16,1117.8,-0.0053
2011-02-17,1114.85,-0.0026
2011-02-18,1112.4,-0.0022
2011-02-21,1119.35,0.0062
2011-02-22,1129.8,0.0093
2011-02-23,1130.2,0.0004
2011-02-24,1131.25,0.0009
2011-02-25,1127,-0.0038
2011-02-28,1125.35,-0.0015
2011-03-01,1126.75,0.0012
2011-03-02,1123.5,-0.0029
2011-03-03,1115.9,-0.0068
2011-03-04,1117.85,0.0017
2011-03-07,1119.35,0.0013
2011-03-08,1115.95,-0.003
2011-03-09,1114.7,-0.0011
2011-03-10,1127.45,0.0114
2011-03-11,1126.35,-0.001
2011-03-14,1125,-0.0012
2011-03-15,1135.05,0.0089
2011-03-16,1137.95,0.0026
2011-03-17,1135.45,-0.0022
2011-03-18,1125.45,-0.0088
2011-03-21,1121.45,-0.0036
2011-03-22,1121,-0.0004
2011-03-23,1122.9,0.0017
2011-03-24,1118.95,-0.0035
2011-03-25,1111.05,-0.0071
2011-03-28,1114.1,0.0027
2011-03-29,1111.5,-0.0023
2011-03-30,1103.45,-0.0072
2011-03-31,1096.5,-0.0063
2011-04-01,1087.05,-0.0086
2011-04-04,1088.45,0.0013
2011-04-05,1087.5,-0.0009
2011-04-06,1085.85,-0.0015
2011-04-07,1087.6,0.0016
2011-04-08,1082.5,-0.0047
2011-04-11,1088.25,0.0053
2011-04-12,1092,0.0034
2011-04-13,1086.55,-0.005
2011-04-14,1086.3,-0.0002
2011-04-15,1088,0.0016
2011-04-18,1088.5,0.0005
2011-04-19,1085.45,-0.0028
2011-04-20,1078.7,-0.0062
2011-04-21,1080.95,0.0021
2011-04-22,1081.05,0.0001
2011-04-25,1082.28,0.0011
2011-04-26,1083,0.0007
2011-04-27,1077.55,-0.005
2011-04-28,1073.4,-0.0039
2011-04-29,1068.5,-0.0046
2011-05-02,1065.95,-0.0024
2011-05-03,1073.5,0.0071
2011-05-04,1076.75,0.003
2011-05-05,1081.75,0.0046
2011-05-06,1085.55,0.0035
2011-05-09,1081.5,-0.0037
2011-05-10,1080.5,-0.0009
2011-05-11,1076.5,-0.0037
2011-05-12,1088.5,0.0111
2011-05-13,1086.95,-0.0014
2011-05-16,1091.85,0.0045
2011-05-17,1088.5,-0.0031
2011-05-18,1088.5,0
2011-05-19,1086.5,-0.0018
2011-05-20,1082.8,-0.0034
2011-05-23,1097.95,0.014
2011-05-24,1093.4,-0.0041
2011-05-25,1101.5,0.0074
2011-05-26,1089.5,-0.0109
2011-05-27,1082.4,-0.0065
2011-05-30,1080.15,-0.0021
2011-05-31,1078.5,-0.0015
2011-06-01,1078.35,-0.0001
2011-06-02,1081.25,0.0027
2011-06-03,1077.5,-0.0035
2011-06-06,1080,0.0023
2011-06-07,1077.4,-0.0024
2011-06-08,1084,0.0061
2011-06-09,1080.95,-0.0028
2011-06-10,1084.5,0.0033
2011-06-13,1086.95,0.0023
2011-06-14,1081.25,-0.0052
2011-06-15,1087.65,0.0059
2011-06-16,1091.85,0.0039
2011-06-17,1085.95,-0.0054
2011-06-20,1083.4,-0.0023
2011-06-21,1075.4,-0.0074
2011-06-22,1074.3,-0.001
2011-06-23,1080.5,0.0058
2011-06-24,1078.85,-0.0015
2011-06-27,1083.6,0.0044
2011-06-28,1080.75,-0.0026
2011-06-29,1073,-0.0072
2011-06-30,1067,-0.0056
2011-07-01,1065.25,-0.0016
2011-07-04,1063.45,-0.0017
2011-07-05,1066.85,0.0032
2011-07-06,1065.95,-0.0008
2011-07-07,1064,-0.0018
2011-07-08,1056.95,-0.0066
2011-07-11,1058,0.001
2011-07-12,1065,0.0066
2011-07-13,1056.8,-0.0077
2011-07-14,1058,0.0011
2011-07-15,1058.55,0.0005
2011-07-18,1060.55,0.0019
2011-07-19,1056.85,-0.0035
2011-07-20,1054.4,-0.0023
2011-07-21,1051.15,-0.0031
2011-07-22,1050.88,-0.0003
2011-07-25,1054.9,0.0038
2011-07-26,1049.4,-0.0052
2011-07-27,1053.95,0.0043
2011-07-28,1053.5,-0.0004
2011-07-29,1054.3,0.0008
2011-08-01,1050,-0.0041
2011-08-02,1053.1,0.003
2011-08-03,1058.05,0.0047
2011-08-04,1061.7,0.0034
2011-08-05,1067.4,0.0054
2011-08-08,1085.85,0.0173
2011-08-09,1085.7,-0.0001
2011-08-10,1083.65,-0.0019
2011-08-11,1078.45,-0.0048
2011-08-12,1079.05,0.0006
2011-08-15,1068.55,-0.0097
2011-08-16,1071.25,0.0025
2011-08-17,1068.8,-0.0023
2011-08-18,1083.3,0.0136
2011-08-19,1087.35,0.0037
2011-08-22,1083.55,-0.0035
2011-08-23,1078,-0.0051
2011-08-24,1083.5,0.0051
2011-08-25,1089.5,0.0055
2011-08-26,1080,-0.0087
2011-08-29,1074.2,-0.0054
2011-08-30,1070.85,-0.0031
2011-08-31,1065.4,-0.0051
2011-09-01,1064.4,-0.0009
2011-09-02,1065.6,0.0011
2011-09-05,1069.6,0.0038
2011-09-06,1074.65,0.0047
2011-09-07,1069.65,-0.0047
2011-09-08,1076,0.0059
2011-09-09,1077.5,0.0014
2011-09-12,1077.25,-0.0002
2011-09-13,1077.25,0
2011-09-14,1107.15,0.0278
2011-09-15,1114,0.0062
2011-09-16,1112.5,-0.0013
2011-09-19,1139.95,0.0247
2011-09-20,1144.5,0.004
2011-09-21,1149.85,0.0047
2011-09-22,1179.85,0.0261
2011-09-23,1165.5,-0.0122
2011-09-26,1182,0.0142
2011-09-27,1169.8,-0.0103
2011-09-28,1175.1,0.0045
2011-09-29,1174.55,-0.0005
2011-09-30,1181.1,0.0056
2011-10-03,1180.5,-0.0005
2011-10-04,1198.9,0.0156
2011-10-05,1187,-0.0099
2011-10-06,1183.95,-0.0026
2011-10-07,1171,-0.0109
2011-10-10,1167.95,-0.0026
2011-10-11,1171.5,0.003
2011-10-12,1165,-0.0055
2011-10-13,1158.75,-0.0054
2011-10-14,1156.1,-0.0023
2011-10-17,1148.5,-0.0066
2011-10-18,1149.75,0.0011
2011-10-19,1134,-0.0137
2011-10-20,1147.5,0.0119
2011-10-21,1147.35,-0.0001
2011-10-24,1132.55,-0.0129
2011-10-25,1131.05,-0.0013
2011-10-26,1133.5,0.0022
2011-10-27,1106.6,-0.0237
2011-10-28,1103,-0.0033
2011-10-31,1112.35,0.0085
2011-11-01,1122.3,0.0089
2011-11-02,1122.15,-0.0001
2011-11-03,1127.65,0.0049
2011-11-04,1110.75,-0.015
2011-11-07,1116.25,0.005
2011-11-08,1114.55,-0.0015
2011-11-09,1119.1,0.0041
2011-11-10,1132.35,0.0118
2011-11-11,1126.6,-0.0051
2011-11-14,1127.3,0.0006
2011-11-15,1129,0.0015
2011-11-16,1136.65,0.0068
2011-11-17,1133.65,-0.0026
2011-11-18,1139.25,0.0049
2011-11-21,1143.75,0.0039
2011-11-22,1144.65,0.0008
2011-11-23,1160.7,0.014
2011-11-24,1155.65,-0.0044
2011-11-25,1162.5,0.0059
2011-11-28,1153,-0.0082
2011-11-29,1140,-0.0113
2011-11-30,1140.55,0.0005
2011-12-01,1127.05,-0.0118
2011-12-02,1128.5,0.0013
2011-12-05,1125,-0.0031
2011-12-06,1129,0.0036
2011-12-07,1129.62,0.0005
2011-12-08,1134.05,0.0039
2011-12-09,1146.8,0.0112
2011-12-12,1149.7,0.0025
2011-12-13,1158,0.0072
2011-12-14,1159,0.0009
2011-12-15,1157.25,-0.0015
2011-12-16,1158.65,0.0012
2011-12-19,1176.25,0.0152
2011-12-20,1158,-0.0155
2011-12-21,1151.3,-0.0058
2011-12-22,1154.5,0.0028
2011-12-23,1149.5,-0.0043
2011-12-26,1155,0.0048
2011-12-27,1156.15,0.001
2011-12-28,1157.5,0.0012
2011-12-29,1157,-0.0004
2011-12-30,1159.25,0.0019
2012-01-02,1155.15,-0.0035
2012-01-03,1145.7,-0.0082
2012-01-04,1148.35,0.0023
2012-01-05,1156.05,0.0067
2012-01-06,1160.5,0.0038
2012-01-09,1158.05,-0.0021
2012-01-10,1154.55,-0.003
2012-01-11,1159.55,0.0043
2012-01-12,1152.45,-0.0061
2012-01-13,1151.35,-0.001
2012-01-16,1152,0.0006
2012-01-17,1143.75,-0.0072
2012-01-18,1139.1,-0.0041
2012-01-19,1134.4,-0.0041
2012-01-20,1133.5,-0.0008
2012-01-23,1128.15,-0.0047
2012-01-24,1130.05,0.0017
2012-01-25,1127.55,-0.0022
2012-01-26,1122.5,-0.0045
2012-01-27,1120.75,-0.0016
2012-01-30,1128.25,0.0067
2012-01-31,1126.2,-0.0018
2012-02-01,1123.6,-0.0023
2012-02-02,1117.15,-0.0057
2012-02-03,1117,-0.0001
2012-02-06,1120.5,0.0031
2012-02-07,1117.5,-0.0027
2012-02-08,1117.65,0.0001
2012-02-09,1119.05,0.0013
2012-02-10,1123.5,0.004
2012-02-13,1120.2,-0.0029
2012-02-14,1126.3,0.0054
2012-02-15,1125.15,-0.001
2012-02-16,1125.95,0.0007
2012-02-17,1126.88,0.0008
2012-02-20,1121.9,-0.0044
2012-02-21,1125.55,0.0033
2012-02-22,1128.7,0.0028
2012-02-23,1127.65,-0.0009
2012-02-24,1124.5,-0.0028
2012-02-27,1126.15,0.0015
2012-02-28,1125.85,-0.0003
2012-02-29,1119.3,-0.0058
2012-03-01,1114.9,-0.0039
2012-03-02,1115.5,0.0005
2012-03-05,1118.55,0.0027
2012-03-06,1124.5,0.0053
2012-03-07,1122.95,-0.0014
2012-03-08,1115.45,-0.0067
2012-03-09,1117,0.0014
2012-03-12,1123.85,0.0061
2012-03-13,1123.2,-0.0006
2012-03-14,1132.95,0.0087
2012-03-15,1124.4,-0.0075
2012-03-16,1125.9,0.0013
2012-03-19,1120.05,-0.0052
2012-03-20,1127.85,0.007
2012-03-21,1130.4,0.0023
2012-03-22,1133.3,0.0026
2012-03-23,1135.5,0.0019
2012-03-26,1133.25,-0.002
2012-03-27,1136.55,0.0029
2012-03-28,1137.3,0.0007
2012-03-29,1139.15,0.0016
2012-03-30,1131.9,-0.0064
2012-04-02,1125.95,-0.0053
2012-04-03,1125.85,-0.0001
2012-04-04,1131.15,0.0047
2012-04-05,1130.4,-0.0007
2012-04-06,1132.75,0.0021
2012-04-09,1137.5,0.0042
2012-04-10,1139.65,0.0019
2012-04-11,1143.7,0.0036
2012-04-12,1135.05,-0.0076
2012-04-13,1134.5,-0.0005
2012-04-16,1136.1,0.0014
2012-04-17,1134.55,-0.0014
2012-04-18,1140.65,0.0054
2012-04-19,1140.65,0
2012-04-20,1139.35,-0.0011
2012-04-23,1141.8,0.0022
2012-04-24,1139.45,-0.0021
2012-04-25,1138.05,-0.0012
2012-04-26,1133,-0.0044
2012-04-27,1131.37,-0.0014
2012-04-30,1130.15,-0.0011
2012-05-01,1127.65,-0.0022
2012-05-02,1130.2,0.0023
2012-05-03,1131.25,0.0009
2012-05-04,1135.85,0.0041
2012-05-07,1138.5,0.0023
2012-05-08,1138.25,-0.0002
2012-05-09,1144.5,0.0055
2012-05-10,1142.9,-0.0014
2012-05-11,1149.2,0.0055
2012-05-14,1153.8,0.004
2012-05-15,1155.9,0.0018
2012-05-16,1166.32,0.009
2012-05-17,1165.94,-0.0003
2012-05-18,1168.74,0.0024
2012-05-21,1167.28,-0.0012
2012-05-22,1166.83,-0.0004
2012-05-23,1181.11,0.0122
2012-05-24,1177.22,-0.0033
2012-05-25,1185.5,0.007
2012-05-28,1176.57,-0.0075
2012-05-29,1176.15,-0.0004
2012-05-30,1180.91,0.004
2012-05-31,1180.47,-0.0004
2012-06-01,1182.5,0.0017
2012-06-04,1179.59,-0.0025
2012-06-05,1178.43,-0.001
2012-06-06,1174.5,-0.0033
2012-06-07,1164.85,-0.0082
2012-06-08,1174.09,0.0079
2012-06-11,1171.5,-0.0022
2012-06-12,1169.25,-0.0019
2012-06-13,1166.54,-0.0023
2012-06-14,1164.37,-0.0019
2012-06-15,1164.86,0.0004
2012-06-18,1157.5,-0.0063
2012-06-19,1153.35,-0.0036
2012-06-20,1152.71,-0.0006
2012-06-21,1154.45,0.0015
2012-06-22,1158.94,0.0039
2012-06-25,1162.05,0.0027
2012-06-26,1158.5,-0.0031
2012-06-27,1155.69,-0.0024
2012-06-28,1158.02,0.002
2012-06-29,1141.32,-0.0144
2012-07-02,1143.89,0.0023
2012-07-03,1133.48,-0.0091
2012-07-04,1137.49,0.0035
2012-07-05,1133.8,-0.0032
2012-07-06,1140.55,0.006
2012-07-09,1143.17,0.0023
2012-07-10,1140.15,-0.0026
2012-07-11,1141,0.0007
2012-07-12,1154.63,0.0119
2012-07-13,1148.06,-0.0057
2012-07-16,1146.18,-0.0016
2012-07-17,1145.43,-0.0007
2012-07-18,1142.5,-0.0026
2012-07-19,1138.3,-0.0037
2012-07-20,1142.75,0.0039
2012-07-23,1150.38,0.0067
2012-07-24,1149.18,-0.001
2012-07-25,1149.44,0.0002
2012-07-26,1146.57,-0.0025
2012-07-27,1138.61,-0.0069
2012-07-30,1137.62,-0.0009
2012-07-31,1130.67,-0.0061
2012-08-01,1127.26,-0.003
2012-08-02,1132.07,0.0043
2012-08-03,1135,0.0026
2012-08-06,1128.33,-0.0059
2012-08-07,1128.9,0.0005
2012-08-08,1130.42,0.0013
2012-08-09,1127.29,-0.0028
2012-08-10,1131.15,0.0034
2012-08-13,1129.13,-0.0018
2012-08-14,1130.59,0.0013
2012-08-15,1130.81,0.0002
2012-08-16,1133.59,0.0025
2012-08-17,1135.42,0.0016
2012-08-20,1135.75,0.0003
2012-08-21,1131.19,-0.004
2012-08-22,1135.96,0.0042
2012-08-23,1132.08,-0.0034
2012-08-24,1134.75,0.0024
2012-08-27,1135.35,0.0005
2012-08-28,1135.05,-0.0003
2012-08-29,1135.35,0.0003
2012-08-30,1134.88,-0.0004
2012-08-31,1133.79,-0.001
2012-09-03,1131.98,-0.0016
2012-09-04,1133.63,0.0015
2012-09-05,1136.66,0.0027
2012-09-06,1134.15,-0.0022
2012-09-07,1130.3,-0.0034
2012-09-10,1129,-0.0012
2012-09-11,1128.34,-0.0006
2012-09-12,1127.06,-0.0011
2012-09-13,1128.82,0.0016
2012-09-14,1117.05,-0.0104
2012-09-17,1116.5,-0.0005
2012-09-18,1118.9,0.0021
2012-09-19,1116.14,-0.0025
2012-09-20,1118.65,0.0022
2012-09-21,1119.5,0.0008
2012-09-24,1120.72,0.0011
2012-09-25,1118.72,-0.0018
2012-09-26,1119.41,0.0006
2012-09-27,1116.63,-0.0025
2012-09-28,1113.67,-0.0027
2012-10-01,1112.59,-0.001
2012-10-02,1113.48,0.0008
2012-10-03,1113.46,0
2012-10-04,1112.23,-0.0011
2012-10-05,1110.42,-0.0016
2012-10-08,1111.74,0.0012
2012-10-09,1111.62,-0.0001
2012-10-10,1114.42,0.0025
2012-10-11,1113.17,-0.0011
2012-10-12,1111,-0.0019
2012-10-15,1110.5,-0.0005
2012-10-16,1106.59,-0.0035
2012-10-17,1104.89,-0.0015
2012-10-18,1105.05,0.0001
2012-10-19,1105.66,0.0006
2012-10-22,1104.6,-0.001
2012-10-23,1103.45,-0.001
2012-10-24,1104,0.0005
2012-10-25,1098.2,-0.0053
2012-10-26,1097.58,-0.0006
2012-10-29,1098.01,0.0004
2012-10-30,1091.35,-0.0061
2012-10-31,1090.32,-0.0009
2012-11-01,1090.67,0.0003
2012-11-02,1091.65,0.0009
2012-11-05,1091,-0.0006
2012-11-06,1090.22,-0.0007
2012-11-07,1087,-0.003
2012-11-08,1089.37,0.0022
2012-11-09,1088,-0.0013
2012-11-12,1090,0.0018
2012-11-13,1089.84,-0.0001
2012-11-14,1086.5,-0.0031
2012-11-15,1088.71,0.002
2012-11-16,1092.5,0.0035
2012-11-19,1086.5,-0.0055
